Seed;RMSE History;MMD History;Log-Likelihood History
1050;[16.460067749023438, 11.630731582641602, 4.071444511413574, 3.555645704269409, 2.992734432220459, 3.0063018798828125, 2.911623001098633, 2.671245813369751, 2.6555941104888916, 2.4508495330810547, 2.3975272178649902, 2.326645851135254, 2.3571617603302, 2.293130397796631, 2.237502336502075, 2.1762659549713135, 2.1542694568634033, 2.2114813327789307, 2.205091953277588, 2.1876142024993896, 2.1868910789489746];[1.3678568601608276, 1.3148471117019653, 0.6969523429870605, 0.555293083190918, 0.3523695468902588, 0.3672521710395813, 0.3372718095779419, 0.23903603851795197, 0.24260824918746948, 0.1506510078907013, 0.13112293183803558, 0.10416565090417862, 0.11753398925065994, 0.08755868673324585, 0.06513654440641403, 0.03749985247850418, 0.02957790531218052, 0.04908749461174011, 0.053684964776039124, 0.04334970936179161, 0.04366857931017876];[-72.63299560546875, -49.82044982910156, -4.807260513305664, -4.067637920379639, -3.2244629859924316, -3.3050286769866943, -3.16904354095459, -2.812993049621582, -2.8029513359069824, -2.4986565113067627, -2.450678825378418, -2.3493752479553223, -2.4018681049346924, -2.3180992603302, -2.24103045463562, -2.1639561653137207, -2.140476703643799, -2.220745325088501, -2.212386131286621, -2.1945533752441406, -2.1904051303863525]
1100;[16.413972854614258, 11.578766822814941, 11.472299575805664, 11.48666763305664, 11.456131935119629, 11.447345733642578, 4.21887731552124, 4.163402557373047, 4.094268321990967, 4.051061630249023, 2.581324815750122, 2.589348793029785, 2.7019965648651123, 2.6682379245758057, 2.8457753658294678, 2.8199830055236816, 2.827331304550171, 2.822094440460205, 2.803446054458618, 2.7528069019317627, 2.6169791221618652];[1.3666386604309082, 1.323422908782959, 1.3508740663528442, 1.380672574043274, 1.3955965042114258, 1.4215131998062134, 0.7602015733718872, 0.7515812516212463, 0.7242482900619507, 0.7185022234916687, 0.21307897567749023, 0.21877484023571014, 0.27354708313941956, 0.2560318112373352, 0.3303944766521454, 0.32792747020721436, 0.32319045066833496, 0.33096951246261597, 0.32165366411209106, 0.30028966069221497, 0.24112941324710846];[-71.88027954101562, -48.283729553222656, -49.6128044128418, -51.08368682861328, -51.60649490356445, -51.558956146240234, -6.229350566864014, -6.257060527801514, -6.124091625213623, -6.064202308654785, -2.7136800289154053, -2.758065700531006, -2.9759128093719482, -2.9243059158325195, -3.2591443061828613, -3.2599875926971436, -3.2453746795654297, -3.2656872272491455, -3.224423408508301, -3.128974676132202, -2.8693768978118896]
1150;[16.45362091064453, 8.293315887451172, 4.975886344909668, 4.382044792175293, 4.517354488372803, 3.298266649246216, 2.9776341915130615, 2.8201143741607666, 2.4809954166412354, 2.5465314388275146, 2.5978336334228516, 2.5847089290618896, 2.410740852355957, 2.3926877975463867, 2.372265100479126, 2.4116129875183105, 2.337953567504883, 2.2410759925842285, 2.209197759628296, 2.1439523696899414, 2.142702341079712];[1.366358757019043, 1.3209375143051147, 0.9528830051422119, 0.7907363176345825, 0.8538705706596375, 0.49083733558654785, 0.3662680685520172, 0.3036811351776123, 0.16665834188461304, 0.1875203549861908, 0.21976572275161743, 0.21791347861289978, 0.1390029788017273, 0.1341843605041504, 0.12396397441625595, 0.1433502584695816, 0.11183005571365356, 0.06874625384807587, 0.05701976269483566, 0.026023270562291145, 0.024862056598067284];[-71.40580749511719, -19.228498458862305, -6.908247470855713, -6.084530830383301, -6.4377121925354, -3.8240551948547363, -3.2864556312561035, -3.0334255695343018, -2.5354251861572266, -2.636061906814575, -2.7421927452087402, -2.7480928897857666, -2.4797444343566895, -2.472655773162842, -2.4535138607025146, -2.5111119747161865, -2.4035487174987793, -2.2684476375579834, -2.2245278358459473, -2.1397571563720703, -2.1309006214141846]
1200;[16.45563507080078, 8.278838157653809, 8.502702713012695, 8.410724639892578, 8.298578262329102, 3.1339666843414307, 3.0500328540802, 2.4124975204467773, 2.3492014408111572, 2.330874443054199, 2.325761079788208, 2.2773561477661133, 2.240386724472046, 2.1861515045166016, 2.2144782543182373, 2.177172899246216, 2.1935946941375732, 2.162863254547119, 2.1534476280212402, 2.179457426071167, 2.159231185913086];[1.367951512336731, 1.2751463651657104, 1.1527115106582642, 1.1677902936935425, 1.1871285438537598, 0.3997553288936615, 0.3660558760166168, 0.12250819802284241, 0.10173898935317993, 0.10114826261997223, 0.09120722115039825, 0.08345518261194229, 0.06540730595588684, 0.04036346450448036, 0.05333902686834335, 0.03961087763309479, 0.04128746688365936, 0.034851137548685074, 0.027420785278081894, 0.03864912688732147, 0.03256169706583023];[-71.06095123291016, -19.586345672607422, -26.66156768798828, -27.10986328125, -26.897611618041992, -3.6823127269744873, -3.577437400817871, -2.4061930179595947, -2.3385589122772217, -2.345094680786133, -2.341322898864746, -2.2969088554382324, -2.235769271850586, -2.166940212249756, -2.209655523300171, -2.1722872257232666, -2.177701473236084, -2.1577539443969727, -2.1313974857330322, -2.1741256713867188, -2.151090621948242]
1250;[16.462003707885742, 8.271199226379395, 8.196120262145996, 8.405780792236328, 8.311123847961426, 8.282814025878906, 8.279528617858887, 8.290818214416504, 8.289210319519043, 2.1502838134765625, 2.1441900730133057, 2.117605447769165, 2.1133525371551514, 2.119065284729004, 2.206799030303955, 2.174621343612671, 2.173989772796631, 2.1633059978485107, 2.1031394004821777, 2.126173496246338, 2.112952470779419];[1.3668652772903442, 1.2782702445983887, 1.2389867305755615, 1.1770713329315186, 1.2004913091659546, 1.2098695039749146, 1.2206224203109741, 1.2255326509475708, 1.2315045595169067, 0.014762251637876034, 0.01444479264318943, 0.008644292131066322, 0.009218502789735794, 0.006515514105558395, 0.04773785173892975, 0.036820996552705765, 0.03446894511580467, 0.031133808195590973, 0.0077697052620351315, 0.012325942516326904, 0.014077847823500633];[-72.24419403076172, -19.787670135498047, -22.17877769470215, -26.962095260620117, -26.820199966430664, -26.835649490356445, -27.082969665527344, -27.626962661743164, -27.795761108398438, -2.089759349822998, -2.080456256866455, -2.0652875900268555, -2.0696706771850586, -2.0632665157318115, -2.1959519386291504, -2.166598320007324, -2.1637609004974365, -2.1523752212524414, -2.0798089504241943, -2.100314140319824, -2.0896308422088623]
1300;[16.44805908203125, 8.362192153930664, 4.633862495422363, 3.876842975616455, 3.114992618560791, 2.935317039489746, 2.645099401473999, 2.6930065155029297, 2.5753207206726074, 2.541782855987549, 2.5308101177215576, 2.4218032360076904, 2.3355300426483154, 2.3660292625427246, 2.308028221130371, 2.310962438583374, 2.2393062114715576, 2.215791702270508, 2.188802480697632, 2.17410945892334, 2.1935079097747803];[1.3689144849777222, 1.2826510667800903, 0.8667783141136169, 0.6615102291107178, 0.4045364260673523, 0.33872753381729126, 0.22994641959667206, 0.2531474530696869, 0.20950467884540558, 0.19283996522426605, 0.18524818122386932, 0.13914093375205994, 0.10690481215715408, 0.12676015496253967, 0.1011173352599144, 0.09863881021738052, 0.06443319469690323, 0.058129243552684784, 0.04055599868297577, 0.0399429015815258, 0.05002457648515701];[-74.16789245605469, -20.031152725219727, -5.978835582733154, -4.843780994415283, -3.399571418762207, -3.16024112701416, -2.7521860599517822, -2.842116594314575, -2.694063663482666, -2.6620876789093018, -2.6357617378234863, -2.4943323135375977, -2.3651809692382812, -2.434495449066162, -2.3513529300689697, -2.3516716957092285, -2.2582597732543945, -2.220343589782715, -2.184237241744995, -2.1833877563476562, -2.2094762325286865]
1350;[16.4641056060791, 8.62533187866211, 3.2299158573150635, 3.0029637813568115, 3.004978656768799, 2.9940030574798584, 2.3157503604888916, 2.1666066646575928, 2.1632468700408936, 2.149104118347168, 2.234743356704712, 2.211311101913452, 2.157994270324707, 2.159219264984131, 2.1499412059783936, 2.1254193782806396, 2.1200926303863525, 2.1164519786834717, 2.114530563354492, 2.100698947906494, 2.1221091747283936];[1.3701057434082031, 1.1385588645935059, 0.4000226557254791, 0.32222190499305725, 0.3384019732475281, 0.34300804138183594, 0.07917394489049911, 0.01778937317430973, 0.018970131874084473, 0.018429890275001526, 0.05220147594809532, 0.04956692084670067, 0.026618463918566704, 0.029382482171058655, 0.023929720744490623, 0.009629563428461552, 0.009231015108525753, 0.0067561776377260685, 0.008400286547839642, 0.007178724277764559, 0.0098410090431571];[-72.6022720336914, -25.551767349243164, -3.375133991241455, -3.250835657119751, -3.3611841201782227, -3.4350028038024902, -2.2714130878448486, -2.0735747814178467, -2.095987319946289, -2.094081163406372, -2.2068662643432617, -2.1934738159179688, -2.123530387878418, -2.1275525093078613, -2.115347146987915, -2.0798332691192627, -2.0789246559143066, -2.090940475463867, -2.0898659229278564, -2.0756232738494873, -2.099569082260132]
1400;[16.449983596801758, 8.370396614074707, 8.252745628356934, 8.269182205200195, 4.604063034057617, 3.34779691696167, 3.3452930450439453, 3.112051486968994, 3.0919904708862305, 3.108492374420166, 3.1363537311553955, 3.143141746520996, 2.673752784729004, 2.6499369144439697, 2.573213577270508, 2.5554463863372803, 2.454511880874634, 2.4651529788970947, 2.500262975692749, 2.4412851333618164, 2.379185676574707];[1.3669514656066895, 1.3481853008270264, 1.2322213649749756, 1.213830828666687, 0.8115048408508301, 0.49510470032691956, 0.49452269077301025, 0.4058952331542969, 0.3997590243816376, 0.41660675406455994, 0.43221837282180786, 0.42559295892715454, 0.24629788100719452, 0.2525178790092468, 0.2116941511631012, 0.2069733589887619, 0.1644388735294342, 0.17023372650146484, 0.18609090149402618, 0.1582251936197281, 0.1315053105354309];[-71.95223999023438, -18.446189880371094, -23.27349853515625, -24.957807540893555, -7.2073774337768555, -4.042328834533691, -4.09272575378418, -3.720102310180664, -3.7664666175842285, -3.819401741027832, -3.907122850418091, -3.912339448928833, -2.9401721954345703, -2.944788932800293, -2.791146755218506, -2.802109718322754, -2.6178138256073, -2.6181957721710205, -2.714158535003662, -2.5920140743255615, -2.5102269649505615]
1450;[16.438304901123047, 8.348394393920898, 4.952322483062744, 4.484544277191162, 4.116724014282227, 3.5913684368133545, 3.6789703369140625, 3.400000810623169, 3.322618007659912, 3.3447065353393555, 3.0892937183380127, 3.0573184490203857, 2.74857234954834, 2.7314202785491943, 2.600865125656128, 2.54520845413208, 2.394855260848999, 2.4207286834716797, 2.3651139736175537, 2.3437116146087646, 2.3244616985321045];[1.3674240112304688, 1.3408035039901733, 0.941680908203125, 0.8196514248847961, 0.7063808441162109, 0.561962902545929, 0.6123142242431641, 0.5199693441390991, 0.49998989701271057, 0.5171247720718384, 0.41696059703826904, 0.4112083315849304, 0.29890352487564087, 0.28535187244415283, 0.22733798623085022, 0.2073642611503601, 0.13872672617435455, 0.14555926620960236, 0.12518642842769623, 0.1153268814086914, 0.10831035673618317];[-72.32177734375, -18.5429744720459, -6.852766513824463, -6.240101337432861, -5.762940883636475, -4.564415454864502, -4.766591548919678, -4.203461170196533, -4.16123104095459, -4.203977584838867, -3.6989245414733887, -3.665837287902832, -3.070054531097412, -3.033498764038086, -2.8038954734802246, -2.7179067134857178, -2.4865007400512695, -2.5289177894592285, -2.4470512866973877, -2.4287662506103516, -2.4011662006378174]
1500;[16.44887924194336, 11.780203819274902, 3.925704002380371, 3.180525302886963, 3.3023412227630615, 2.8827438354492188, 2.7727925777435303, 2.914726495742798, 2.7308876514434814, 2.554197072982788, 2.4983713626861572, 2.5575053691864014, 2.5359127521514893, 2.5021469593048096, 2.461214065551758, 2.3668205738067627, 2.360888719558716, 2.3921539783477783, 2.3770618438720703, 2.350142240524292, 2.3553466796875];[1.3688514232635498, 1.2834692001342773, 0.6207534670829773, 0.4074172079563141, 0.47622740268707275, 0.3237636089324951, 0.2822589576244354, 0.3416801393032074, 0.27224844694137573, 0.19929653406143188, 0.17729900777339935, 0.20769698917865753, 0.19517968595027924, 0.18493224680423737, 0.1661035418510437, 0.12207677215337753, 0.12185938656330109, 0.13566049933433533, 0.13277381658554077, 0.11979221552610397, 0.11915935575962067];[-70.63523864746094, -52.09257507324219, -4.769646644592285, -3.3551180362701416, -3.7173819541931152, -3.1127169132232666, -2.9712586402893066, -3.1879236698150635, -2.9319369792938232, -2.6665406227111816, -2.6040124893188477, -2.7072415351867676, -2.6935086250305176, -2.6505188941955566, -2.577908515930176, -2.4387238025665283, -2.4403574466705322, -2.4853322505950928, -2.4665491580963135, -2.4363536834716797, -2.4566662311553955]
50;[16.609350204467773, 1.8674829006195068, 1.5915210247039795, 1.4689996242523193, 1.4597970247268677, 1.448115587234497, 1.4387810230255127, 1.4492573738098145, 1.4400194883346558, 1.435792088508606, 1.424298882484436, 1.4289467334747314, 1.4190926551818848, 1.4246505498886108, 1.428481936454773, 1.4439903497695923, 1.4251071214675903, 1.4095988273620605, 1.431268572807312, 1.4487872123718262, 1.4406579732894897];[1.5205938816070557, 0.1760755479335785, 0.05502158775925636, 0.0066119902767241, 0.0057359905913472176, 0.006247458979487419, 0.01062993798404932, 0.018212351948022842, 0.01460934616625309, 0.014371311292052269, 0.0137679073959589, 0.016089336946606636, 0.008585845120251179, 0.013516468927264214, 0.017813991755247116, 0.030782928690314293, 0.02089361846446991, 0.01756177842617035, 0.026489268988370895, 0.03846697881817818, 0.029772471636533737];[-134.05316162109375, -2.0060083866119385, -1.7160022258758545, -1.5953670740127563, -1.6080089807510376, -1.6166584491729736, -1.6347413063049316, -1.673271894454956, -1.6762571334838867, -1.6689949035644531, -1.6595476865768433, -1.6836799383163452, -1.6716266870498657, -1.6871981620788574, -1.7074246406555176, -1.7309422492980957, -1.716232180595398, -1.6774015426635742, -1.7258819341659546, -1.7582896947860718, -1.7501459121704102]
100;[16.629878997802734, 1.9104119539260864, 1.825762152671814, 1.805038332939148, 1.7003451585769653, 1.5122357606887817, 1.5080385208129883, 1.474208116531372, 1.4770774841308594, 1.4784855842590332, 1.4519506692886353, 1.4469281435012817, 1.4590249061584473, 1.4574123620986938, 1.4378514289855957, 1.4387246370315552, 1.427653193473816, 1.4309778213500977, 1.4204329252243042, 1.4065285921096802, 1.4067628383636475];[1.5220543146133423, 0.18489839136600494, 0.19762101769447327, 0.20573624968528748, 0.16653726994991302, 0.05591145157814026, 0.050207432359457016, 0.0372798815369606, 0.043882373720407486, 0.04442684352397919, 0.033563464879989624, 0.03132060915231705, 0.034972455352544785, 0.03340022638440132, 0.026587365195155144, 0.026558110490441322, 0.019916219636797905, 0.022348985075950623, 0.023279953747987747, 0.011371550150215626, 0.011272598057985306];[-138.01641845703125, -2.054011344909668, -2.1287953853607178, -2.183945655822754, -2.0862038135528564, -1.7597333192825317, -1.769924521446228, -1.722273588180542, -1.749648094177246, -1.7617363929748535, -1.7352718114852905, -1.7233915328979492, -1.7545040845870972, -1.7551581859588623, -1.7158530950546265, -1.726835012435913, -1.7154263257980347, -1.7147701978683472, -1.7043328285217285, -1.6764013767242432, -1.6802890300750732]
150;[16.614818572998047, 1.7919424772262573, 1.7578833103179932, 1.7825409173965454, 1.4668858051300049, 1.456427812576294, 1.7666209936141968, 1.7266173362731934, 1.7459781169891357, 1.493933916091919, 1.4785751104354858, 1.4750920534133911, 1.472661018371582, 1.4759467840194702, 1.4576096534729004, 1.469093918800354, 1.4825233221054077, 1.4807437658309937, 1.4814225435256958, 1.4734152555465698, 1.4770275354385376];[1.5220842361450195, 0.13239644467830658, 0.15764285624027252, 0.1955832540988922, 0.014327180571854115, 0.013364224694669247, 0.2234615832567215, 0.20025967061519623, 0.21436521410942078, 0.05043457821011543, 0.04777565971016884, 0.049554243683815, 0.0513119138777256, 0.048863016068935394, 0.04140987992286682, 0.05206246301531792, 0.058016203343868256, 0.06280407309532166, 0.0653303787112236, 0.051917027682065964, 0.052864205092191696];[-134.1251983642578, -1.8730251789093018, -2.0019948482513428, -2.1924571990966797, -1.639035940170288, -1.6406593322753906, -2.3643555641174316, -2.3215601444244385, -2.407349109649658, -1.7846063375473022, -1.774470567703247, -1.7770620584487915, -1.7872657775878906, -1.7977572679519653, -1.760899543762207, -1.803826093673706, -1.8321826457977295, -1.8334518671035767, -1.8400030136108398, -1.8133423328399658, -1.823492169380188]
200;[16.62282371520996, 1.9072381258010864, 1.811283826828003, 1.511925220489502, 1.5050959587097168, 1.4565680027008057, 1.4447150230407715, 1.4451730251312256, 1.4355000257492065, 1.427550196647644, 1.534042477607727, 1.5366110801696777, 1.4313932657241821, 1.4323326349258423, 1.431435227394104, 1.4216701984405518, 1.404543161392212, 1.4399527311325073, 1.4263582229614258, 1.4382590055465698, 1.448392391204834];[1.5194071531295776, 0.1944621056318283, 0.19533491134643555, 0.03502126783132553, 0.039508841931819916, 0.012588378973305225, 0.01731235347688198, 0.015924036502838135, 0.015128636732697487, 0.012218479998409748, 0.08156179636716843, 0.08908386528491974, 0.01943521946668625, 0.01880129612982273, 0.018577564507722855, 0.015881169587373734, 0.007006505038589239, 0.028313014656305313, 0.02457364648580551, 0.028726544231176376, 0.03505457937717438];[-124.47254180908203, -2.079737663269043, -2.117072343826294, -1.671030879020691, -1.693092942237854, -1.6522467136383057, -1.6596890687942505, -1.664154052734375, -1.6699949502944946, -1.6624176502227783, -1.8979703187942505, -1.9198813438415527, -1.6984591484069824, -1.694870114326477, -1.7098760604858398, -1.687736988067627, -1.6657072305679321, -1.7303625345230103, -1.7216622829437256, -1.7329641580581665, -1.766212821006775]
250;[16.62435531616211, 5.109675407409668, 4.9819231033325195, 4.940338611602783, 1.5111101865768433, 1.4758920669555664, 1.4688876867294312, 1.4518901109695435, 1.4582204818725586, 1.4425984621047974, 1.4395151138305664, 1.4813354015350342, 1.4546185731887817, 1.4393324851989746, 1.4282039403915405, 1.428361415863037, 1.4340813159942627, 1.4069550037384033, 1.4087978601455688, 1.4008785486221313, 1.4001176357269287];[1.5228418111801147, 1.1522942781448364, 1.1244381666183472, 1.1321338415145874, 0.03327173367142677, 0.026044592261314392, 0.027634605765342712, 0.02666032873094082, 0.02690719999372959, 0.02261248044669628, 0.021933460608124733, 0.053552065044641495, 0.03059498220682144, 0.03144267946481705, 0.021074142307043076, 0.022943753749132156, 0.02322835475206375, 0.0074085271917283535, 0.005327151622623205, 0.007063759490847588, 0.0063063353300094604];[-136.54148864746094, -15.466050148010254, -18.999778747558594, -18.530847549438477, -1.6866101026535034, -1.6822950839996338, -1.6859289407730103, -1.6944024562835693, -1.6974314451217651, -1.686110019683838, -1.6987382173538208, -1.8015164136886597, -1.7392135858535767, -1.723785400390625, -1.704418659210205, -1.7026368379592896, -1.7276430130004883, -1.6733354330062866, -1.6709398031234741, -1.6677333116531372, -1.674318790435791]
300;[16.602642059326172, 5.088729381561279, 1.9340500831604004, 1.8915820121765137, 1.7514175176620483, 1.4596943855285645, 1.4433146715164185, 1.4410200119018555, 1.4246829748153687, 1.4248772859573364, 1.4153803586959839, 1.4216790199279785, 1.4191681146621704, 1.4077801704406738, 1.415075659751892, 1.4097905158996582, 1.4088032245635986, 1.4098774194717407, 1.4097648859024048, 1.408970832824707, 1.4059563875198364];[1.5207595825195312, 1.0978691577911377, 0.2789592444896698, 0.27507147192955017, 0.1975354254245758, 0.014374369755387306, 0.009333258494734764, 0.013710550963878632, 0.007310817018151283, 0.007434365805238485, 0.007554500829428434, 0.009128534235060215, 0.010557446628808975, 0.009074438363313675, 0.01409053523093462, 0.013216600753366947, 0.012949684634804726, 0.010859748348593712, 0.010200755670666695, 0.010225712321698666, 0.008921870961785316];[-131.8495635986328, -16.181119918823242, -2.3770837783813477, -2.44553279876709, -2.2251970767974854, -1.6399844884872437, -1.6374430656433105, -1.657241702079773, -1.6403509378433228, -1.6442205905914307, -1.6521350145339966, -1.6638811826705933, -1.6699234247207642, -1.6624140739440918, -1.6776132583618164, -1.6849251985549927, -1.675992488861084, -1.6766761541366577, -1.6745867729187012, -1.6806972026824951, -1.684871792793274]
350;[16.60399627685547, 1.9073357582092285, 1.5354719161987305, 1.629361867904663, 1.6247879266738892, 1.5812256336212158, 1.5677491426467896, 1.6010255813598633, 1.4608955383300781, 1.4756553173065186, 1.4628697633743286, 1.4751861095428467, 1.4843863248825073, 1.4794833660125732, 1.48970365524292, 1.464894413948059, 1.4540818929672241, 1.4632622003555298, 1.4355363845825195, 1.4647915363311768, 1.4697308540344238];[1.5209743976593018, 0.18735647201538086, 0.02491854503750801, 0.10658430308103561, 0.11388105154037476, 0.10281495749950409, 0.09071440994739532, 0.12141712009906769, 0.029772862792015076, 0.039535216987133026, 0.04064092040061951, 0.04403986781835556, 0.050981611013412476, 0.051644567400217056, 0.059501200914382935, 0.04762520268559456, 0.04428730905056, 0.04616473987698555, 0.02700985223054886, 0.046403512358665466, 0.055112749338150024];[-134.92481994628906, -2.0345513820648193, -1.624477744102478, -1.8795676231384277, -1.9302263259887695, -1.9045754671096802, -1.8852952718734741, -1.9889225959777832, -1.7110962867736816, -1.7469968795776367, -1.7467273473739624, -1.771142601966858, -1.8079326152801514, -1.8084965944290161, -1.8306846618652344, -1.7891006469726562, -1.7723791599273682, -1.7878327369689941, -1.7393014430999756, -1.7918933629989624, -1.8253995180130005]
400;[16.620105743408203, 5.427213191986084, 1.7544435262680054, 1.6750363111495972, 1.6473356485366821, 1.4514856338500977, 1.4590296745300293, 1.4590171575546265, 1.4289054870605469, 1.4325437545776367, 1.4245741367340088, 1.4867826700210571, 1.461490511894226, 1.4512150287628174, 1.455631971359253, 1.4686980247497559, 1.4342117309570312, 1.4271844625473022, 1.449744701385498, 1.414989948272705, 1.4190750122070312];[1.5219348669052124, 1.0968021154403687, 0.1551658809185028, 0.1274808645248413, 0.13056927919387817, 0.006791504565626383, 0.022325195372104645, 0.028073830530047417, 0.013461548835039139, 0.01384209655225277, 0.01008986309170723, 0.05353107303380966, 0.04035453498363495, 0.03258707374334335, 0.0402308888733387, 0.046570438891649246, 0.027047574520111084, 0.025736520066857338, 0.03639081120491028, 0.01633380725979805, 0.021484237164258957];[-130.9845733642578, -20.105348587036133, -1.9982861280441284, -1.9554744958877563, -1.985163688659668, -1.623153805732727, -1.6739509105682373, -1.7012765407562256, -1.6583924293518066, -1.6717349290847778, -1.661961317062378, -1.8010557889938354, -1.7522395849227905, -1.7356886863708496, -1.7588077783584595, -1.7880973815917969, -1.7331247329711914, -1.7123974561691284, -1.7637594938278198, -1.7033183574676514, -1.7097550630569458]
450;[16.62250518798828, 1.8763483762741089, 1.8452484607696533, 1.8457057476043701, 1.800940990447998, 1.5419315099716187, 1.5234915018081665, 1.488224744796753, 1.5062731504440308, 1.5010502338409424, 1.512034296989441, 1.4779385328292847, 1.4200949668884277, 1.4216946363449097, 1.4114500284194946, 1.4091906547546387, 1.4085520505905151, 1.4032763242721558, 1.4029953479766846, 1.405106544494629, 1.3988224267959595];[1.5220826864242554, 0.1699598878622055, 0.217697873711586, 0.2293059378862381, 0.22259315848350525, 0.07736614346504211, 0.07117392867803574, 0.04656824469566345, 0.05890000984072685, 0.05933142080903053, 0.07276931405067444, 0.05374644696712494, 0.01671750098466873, 0.015594388358294964, 0.013194959610700607, 0.0094457333907485, 0.006105800159275532, 0.00515715079382062, 0.00816139206290245, 0.005011276807636023, 0.006579386070370674];[-133.85484313964844, -1.9828120470046997, -2.1713268756866455, -2.2839975357055664, -2.2833375930786133, -1.8185248374938965, -1.8241398334503174, -1.7514337301254272, -1.7999556064605713, -1.804621696472168, -1.838556170463562, -1.7933660745620728, -1.6809898614883423, -1.681885838508606, -1.666919231414795, -1.6700389385223389, -1.6648303270339966, -1.6610724925994873, -1.6687507629394531, -1.6577363014221191, -1.6674405336380005]
500;[16.635107040405273, 1.9687168598175049, 1.7714425325393677, 1.7557060718536377, 1.5486994981765747, 1.5956106185913086, 1.568881630897522, 1.5810588598251343, 1.5285425186157227, 1.51140558719635, 1.4906508922576904, 1.587506890296936, 1.673213243484497, 1.7006385326385498, 1.6454226970672607, 1.6461243629455566, 1.684385061264038, 1.6769806146621704, 1.6768466234207153, 1.6207205057144165, 1.6526585817337036];[1.5210199356079102, 0.2052062451839447, 0.16113582253456116, 0.18243645131587982, 0.062464747577905655, 0.10748570412397385, 0.09140117466449738, 0.10926553606987, 0.07609732449054718, 0.06657203286886215, 0.05937136709690094, 0.12356729805469513, 0.17716655135154724, 0.20326761901378632, 0.17114496231079102, 0.16991585493087769, 0.19704456627368927, 0.1926901936531067, 0.194196879863739, 0.15701721608638763, 0.1800442636013031];[-126.2104721069336, -2.124945878982544, -1.998374581336975, -2.1064393520355225, -1.7743879556655884, -1.9099769592285156, -1.9069311618804932, -1.9419854879379272, -1.843625783920288, -1.8376846313476562, -1.7967612743377686, -2.027689218521118, -2.2186667919158936, -2.291382312774658, -2.1665120124816895, -2.191077947616577, -2.288548231124878, -2.280717372894287, -2.2707924842834473, -2.1528680324554443, -2.2413558959960938]
550;[16.604957580566406, 5.299839496612549, 5.197300910949707, 1.771152138710022, 1.75423002243042, 1.7432281970977783, 1.4785430431365967, 1.4716547727584839, 1.4513657093048096, 1.4477161169052124, 1.4497604370117188, 1.4216902256011963, 1.4215255975723267, 1.4239295721054077, 1.4348747730255127, 1.419333815574646, 1.4043333530426025, 1.401877760887146, 1.411463975906372, 1.4048150777816772, 1.4082614183425903];[1.5224231481552124, 1.0793932676315308, 1.11394464969635, 0.19365638494491577, 0.1999804824590683, 0.20161119103431702, 0.03270915895700455, 0.03160672262310982, 0.020328175276517868, 0.02317378669977188, 0.027088142931461334, 0.011375853791832924, 0.0103071890771389, 0.012810150161385536, 0.025905277580022812, 0.013059692457318306, 0.007086504716426134, 0.0057930792681872845, 0.009789709001779556, 0.009610015898942947, 0.008316326886415482];[-130.3035125732422, -19.241544723510742, -20.6825008392334, -2.194380521774292, -2.2377889156341553, -2.273160457611084, -1.7082937955856323, -1.7039226293563843, -1.6917393207550049, -1.6853419542312622, -1.7123842239379883, -1.6696826219558716, -1.672613501548767, -1.6841920614242554, -1.7234857082366943, -1.685716986656189, -1.6649507284164429, -1.6523964405059814, -1.6813358068466187, -1.673109769821167, -1.6820900440216064]
600;[16.60857582092285, 5.286136627197266, 1.5214256048202515, 1.4816540479660034, 1.5284664630889893, 1.6257622241973877, 1.6414753198623657, 1.618424892425537, 1.637639045715332, 1.770129680633545, 1.6923223733901978, 1.6896252632141113, 1.7344012260437012, 1.70993971824646, 1.6597647666931152, 1.6580286026000977, 1.6332449913024902, 1.5845435857772827, 1.5287072658538818, 1.5058456659317017, 1.4815354347229004];[1.518184781074524, 1.0792208909988403, 0.014073924161493778, 0.013612005859613419, 0.050769295543432236, 0.12118574976921082, 0.14083370566368103, 0.12900406122207642, 0.14804403483867645, 0.24586516618728638, 0.19192323088645935, 0.1938614696264267, 0.22444002330303192, 0.22026348114013672, 0.18487310409545898, 0.17769859731197357, 0.1616649627685547, 0.12799310684204102, 0.09122947603464127, 0.07864293456077576, 0.0645161122083664];[-136.7810516357422, -19.15320587158203, -1.5915194749832153, -1.613759160041809, -1.728659987449646, -1.9730923175811768, -2.0533998012542725, -2.0195276737213135, -2.1007144451141357, -2.431051731109619, -2.258068799972534, -2.250741481781006, -2.3767173290252686, -2.340954065322876, -2.232555866241455, -2.2278709411621094, -2.1647658348083496, -2.056565761566162, -1.9321181774139404, -1.8807742595672607, -1.849360466003418]
