Seed;RMSE History;MMD History;Log-Likelihood History
1050;[16.375225067138672, 11.711607933044434, 8.124242782592773, 4.806807994842529, 3.4255871772766113, 2.7381255626678467, 2.526639461517334, 2.237612247467041, 2.1702425479888916, 2.0799148082733154, 2.023597002029419, 1.8885273933410645, 1.8726502656936646, 1.8725574016571045, 1.7753182649612427, 1.793851613998413, 1.7644352912902832, 1.7583246231079102, 1.7535449266433716, 1.7738574743270874, 1.7800323963165283];[1.395277976989746, 1.3003051280975342, 1.353499174118042, 1.0442817211151123, 0.679671049118042, 0.4194096326828003, 0.33415383100509644, 0.211989626288414, 0.1810801923274994, 0.14520634710788727, 0.12723292410373688, 0.06661129742860794, 0.05858231708407402, 0.061413563787937164, 0.02175040915608406, 0.028072355315089226, 0.016732582822442055, 0.015386347658932209, 0.017600171267986298, 0.022765880450606346, 0.025692394003272057];[-72.14942169189453, -45.023658752441406, -20.16697120666504, -6.894912242889404, -4.05091667175293, -2.895707368850708, -2.6277713775634766, -2.2038698196411133, -2.1298282146453857, -2.026395082473755, -1.9641581773757935, -1.7842923402786255, -1.7671645879745483, -1.7745327949523926, -1.6642957925796509, -1.676857352256775, -1.6482739448547363, -1.6448575258255005, -1.6487627029418945, -1.6639735698699951, -1.6774102449417114]
1100;[16.353046417236328, 9.532574653625488, 6.8492512702941895, 5.226893901824951, 3.3149471282958984, 2.7407565116882324, 2.2569026947021484, 2.3486602306365967, 2.296403408050537, 2.2781171798706055, 2.119877576828003, 2.0504724979400635, 1.9792474508285522, 1.929861307144165, 1.9382920265197754, 1.9023224115371704, 1.9155151844024658, 1.8787933588027954, 1.8784637451171875, 1.8794909715652466, 1.881485104560852];[1.3981329202651978, 1.2397282123565674, 1.2361783981323242, 1.0211777687072754, 0.6159812211990356, 0.41583821177482605, 0.21204526722431183, 0.26011520624160767, 0.23390577733516693, 0.23297721147537231, 0.16692088544368744, 0.13415126502513885, 0.10605881363153458, 0.08601082116365433, 0.09010466933250427, 0.07902782410383224, 0.08088182657957077, 0.06672891974449158, 0.06745535135269165, 0.06570813059806824, 0.07319880276918411];[-71.51570129394531, -21.240205764770508, -14.558210372924805, -9.389677047729492, -3.9158694744110107, -2.8974640369415283, -2.218437910079956, -2.369370698928833, -2.296492576599121, -2.2903473377227783, -2.079366683959961, -1.9880045652389526, -1.9133729934692383, -1.8523528575897217, -1.866355538368225, -1.8376731872558594, -1.842860460281372, -1.7976493835449219, -1.7916245460510254, -1.7962899208068848, -1.8114399909973145]
1150;[16.3749942779541, 9.558304786682129, 8.297327041625977, 4.343851089477539, 3.345803737640381, 2.3770864009857178, 2.0969860553741455, 2.005812883377075, 1.9353519678115845, 1.9234431982040405, 1.9270925521850586, 1.8726916313171387, 1.8320425748825073, 1.829866886138916, 1.8265222311019897, 1.8017851114273071, 1.776677131652832, 1.7554152011871338, 1.745237112045288, 1.7543113231658936, 1.7494627237319946];[1.3949111700057983, 1.2503563165664673, 1.4607104063034058, 0.9376571774482727, 0.6452047824859619, 0.2575972080230713, 0.14186125993728638, 0.10596857219934464, 0.07957633584737778, 0.07613789290189743, 0.07971496880054474, 0.061311908066272736, 0.04030557721853256, 0.04454844444990158, 0.04126755893230438, 0.03163903206586838, 0.019351640716195107, 0.015212390571832657, 0.01024959608912468, 0.014983709901571274, 0.013524829410016537];[-71.01026916503906, -21.292224884033203, -16.28875160217285, -5.837428092956543, -3.8941597938537598, -2.3549509048461914, -1.9903455972671509, -1.8987231254577637, -1.827581524848938, -1.8079322576522827, -1.8329185247421265, -1.773443579673767, -1.7173129320144653, -1.7257930040359497, -1.719679355621338, -1.6879827976226807, -1.6594669818878174, -1.6473133563995361, -1.6277813911437988, -1.6424351930618286, -1.6406581401824951]
1200;[16.371870040893555, 11.831518173217773, 11.332962989807129, 7.705844879150391, 5.880528450012207, 4.991372108459473, 3.283717155456543, 2.5934314727783203, 2.480663537979126, 2.244779109954834, 2.2130074501037598, 2.162649154663086, 2.0461368560791016, 1.9877798557281494, 2.0276949405670166, 1.9444036483764648, 1.917686939239502, 1.8988184928894043, 1.8692229986190796, 1.8095840215682983, 1.8064326047897339];[1.3951202630996704, 1.2952630519866943, 1.421129584312439, 1.330417275428772, 1.154505729675293, 1.0014034509658813, 0.6298785209655762, 0.3605082631111145, 0.32208049297332764, 0.2158760130405426, 0.20683173835277557, 0.18853570520877838, 0.13469861447811127, 0.10998773574829102, 0.13502418994903564, 0.09556838124990463, 0.08175031840801239, 0.07392363250255585, 0.06440027803182602, 0.03898446261882782, 0.03999299556016922];[-70.61595916748047, -46.62822723388672, -47.712684631347656, -20.217496871948242, -12.395977020263672, -9.046278953552246, -4.13408899307251, -2.7835617065429688, -2.6255884170532227, -2.2508227825164795, -2.224987745285034, -2.1606194972991943, -1.995194673538208, -1.9243179559707642, -1.986726999282837, -1.869844675064087, -1.8338977098464966, -1.816050410270691, -1.7830784320831299, -1.708225131034851, -1.7077021598815918]
1250;[16.39104652404785, 9.60184383392334, 8.337196350097656, 4.6330437660217285, 3.708237409591675, 3.422152519226074, 3.332782030105591, 2.648909091949463, 2.38934326171875, 2.4672679901123047, 2.434622287750244, 2.3633933067321777, 2.2904224395751953, 2.161590814590454, 2.0541586875915527, 2.0106406211853027, 1.9746239185333252, 1.925539493560791, 1.8673611879348755, 1.8785744905471802, 1.8595025539398193];[1.3973263502120972, 1.2300925254821777, 1.4857330322265625, 1.0431476831436157, 0.7964616417884827, 0.7012718319892883, 0.6717246770858765, 0.3901277184486389, 0.28276053071022034, 0.31932780146598816, 0.308173269033432, 0.27962562441825867, 0.246110737323761, 0.18692752718925476, 0.14071036875247955, 0.12435518205165863, 0.1062995120882988, 0.08502448350191116, 0.06405133008956909, 0.06801841408014297, 0.06127682700753212];[-71.88424682617188, -22.03509521484375, -16.033226013183594, -6.477399826049805, -4.679769515991211, -4.161949634552002, -4.0753397941589355, -2.828578472137451, -2.454533100128174, -2.581897497177124, -2.5549352169036865, -2.466586112976074, -2.3582329750061035, -2.159140110015869, -2.0119335651397705, -1.9627125263214111, -1.9175976514816284, -1.8535996675491333, -1.7788888216018677, -1.7999505996704102, -1.7790703773498535]
1300;[16.366605758666992, 9.530086517333984, 6.72484016418457, 4.138111591339111, 2.9152886867523193, 2.444694757461548, 2.3589577674865723, 2.3091676235198975, 2.1359570026397705, 2.0578813552856445, 1.9091242551803589, 1.9632148742675781, 1.8942346572875977, 1.8614550828933716, 1.8865286111831665, 1.9178787469863892, 1.931034803390503, 1.8965874910354614, 1.8515007495880127, 1.8454517126083374, 1.8172541856765747];[1.3973984718322754, 1.2285207509994507, 1.2028698921203613, 0.8600319623947144, 0.4762706458568573, 0.2877557873725891, 0.2617347836494446, 0.23824939131736755, 0.1702357828617096, 0.13629703223705292, 0.07146422564983368, 0.09582515805959702, 0.06818720698356628, 0.05367909371852875, 0.06712151318788528, 0.0833481103181839, 0.0871945172548294, 0.07346120476722717, 0.05679372325539589, 0.05176353454589844, 0.04370367154479027];[-73.70648193359375, -21.472883224487305, -14.69198226928711, -5.2913737297058105, -3.0820236206054688, -2.4613356590270996, -2.3764026165008545, -2.303105115890503, -2.0863425731658936, -1.9932124614715576, -1.8112297058105469, -1.8685739040374756, -1.7923907041549683, -1.7556804418563843, -1.7914445400238037, -1.8387798070907593, -1.8529411554336548, -1.8126024007797241, -1.758794903755188, -1.7480446100234985, -1.7213006019592285]
1350;[16.371929168701172, 9.578432083129883, 6.868967056274414, 5.143890857696533, 3.0119659900665283, 2.077954053878784, 1.8685390949249268, 1.7681454420089722, 1.75173020362854, 1.7486822605133057, 1.7548096179962158, 1.7373342514038086, 1.7557549476623535, 1.7529579401016235, 1.74858820438385, 1.7526158094406128, 1.7490066289901733, 1.739082932472229, 1.7417789697647095, 1.7299830913543701, 1.7373837232589722];[1.397181749343872, 1.2397212982177734, 1.250115156173706, 1.0063058137893677, 0.5035302639007568, 0.12588843703269958, 0.04530758410692215, 0.011005010455846786, 0.004402946215122938, 0.0033858204260468483, 0.008414801210165024, 0.005939295515418053, 0.01054593175649643, 0.012722757644951344, 0.010936319828033447, 0.012388551607728004, 0.010036783292889595, 0.00761594669893384, 0.00979260541498661, 0.005803705658763647, 0.007588282693177462];[-71.98412322998047, -19.969324111938477, -14.47816276550293, -9.136409759521484, -3.303248405456543, -1.9519469738006592, -1.7286865711212158, -1.6321755647659302, -1.6144232749938965, -1.611231803894043, -1.6241503953933716, -1.6185046434402466, -1.632351279258728, -1.634881615638733, -1.628607988357544, -1.6384998559951782, -1.6312496662139893, -1.622673511505127, -1.6309280395507812, -1.6154718399047852, -1.6244069337844849]
1400;[16.372169494628906, 9.617205619812012, 8.250653266906738, 8.075555801391602, 4.603999614715576, 3.0397958755493164, 2.531501531600952, 1.963828682899475, 1.800968050956726, 1.7931288480758667, 1.7709414958953857, 1.7753382921218872, 1.7515007257461548, 1.735368251800537, 1.7352993488311768, 1.7286567687988281, 1.7371118068695068, 1.734688401222229, 1.7374821901321411, 1.7283787727355957, 1.7263332605361938];[1.3955820798873901, 1.248694896697998, 1.4455472230911255, 1.3423707485198975, 0.9789546132087708, 0.526040256023407, 0.33350709080696106, 0.08869753032922745, 0.021393032744526863, 0.02290760912001133, 0.015643153339624405, 0.016961609944701195, 0.006637215614318848, 0.004152500070631504, 0.003989185206592083, 0.0034381926525384188, 0.003967878874391317, 0.006934755947440863, 0.006704377941787243, 0.00638815900310874, 0.0020593637600541115];[-71.54533386230469, -21.28481674194336, -16.269187927246094, -23.510299682617188, -7.157973766326904, -3.521834135055542, -2.6795711517333984, -1.8495904207229614, -1.6639280319213867, -1.664521336555481, -1.649568796157837, -1.6555488109588623, -1.6229127645492554, -1.615237832069397, -1.6130415201187134, -1.6097623109817505, -1.6173434257507324, -1.6230119466781616, -1.623336672782898, -1.6151766777038574, -1.6099563837051392]
1450;[16.357162475585938, 9.609691619873047, 7.328275203704834, 5.720941543579102, 4.775559902191162, 4.346756458282471, 3.4962880611419678, 2.809962749481201, 2.5038843154907227, 2.3720006942749023, 2.248684883117676, 2.1490070819854736, 2.065258741378784, 2.037182331085205, 1.9912080764770508, 1.940762996673584, 1.8410415649414062, 1.8254046440124512, 1.80632746219635, 1.7904951572418213, 1.7595677375793457];[1.3948125839233398, 1.2429962158203125, 1.3835214376449585, 1.2311615943908691, 1.0575920343399048, 0.9354740977287292, 0.7194302082061768, 0.4547828435897827, 0.33563873171806335, 0.2765718400478363, 0.22509805858135223, 0.17767629027366638, 0.14029186964035034, 0.13156042993068695, 0.11226838082075119, 0.09287355095148087, 0.052033498883247375, 0.043102823197841644, 0.03358589485287666, 0.027922850102186203, 0.01882624439895153];[-71.82520294189453, -21.297788619995117, -15.10713005065918, -10.092960357666016, -7.558640956878662, -6.738800048828125, -4.432834625244141, -3.0868561267852783, -2.6199533939361572, -2.423551559448242, -2.2669920921325684, -2.115791082382202, -2.009373188018799, -1.9798721075057983, -1.9247252941131592, -1.8542428016662598, -1.7422621250152588, -1.7241750955581665, -1.698352336883545, -1.6846672296524048, -1.6529322862625122]
1500;[16.37167739868164, 9.535601615905762, 6.7120537757873535, 5.4239277839660645, 4.725545883178711, 4.605246067047119, 3.3633782863616943, 2.989318609237671, 2.526118516921997, 2.5665979385375977, 2.333151340484619, 2.33699631690979, 2.235438585281372, 2.178382158279419, 2.1453561782836914, 2.1567325592041016, 2.100914239883423, 2.0855724811553955, 2.073085069656372, 2.029996871948242, 1.9781391620635986];[1.3984867334365845, 1.239107608795166, 1.1978150606155396, 1.0705373287200928, 0.939026415348053, 0.934420108795166, 0.6453300714492798, 0.5207667946815491, 0.33525410294532776, 0.3627910614013672, 0.2600681781768799, 0.2654968798160553, 0.22273892164230347, 0.19028247892856598, 0.18216615915298462, 0.18770022690296173, 0.16317114233970642, 0.15392863750457764, 0.15099476277828217, 0.1333909034729004, 0.11275096237659454];[-70.15998840332031, -20.84521484375, -14.625494003295898, -10.039407730102539, -8.258289337158203, -8.034804344177246, -4.344536304473877, -3.5546927452087402, -2.687957525253296, -2.7512128353118896, -2.402625799179077, -2.4125723838806152, -2.2600114345550537, -2.1606414318084717, -2.1455304622650146, -2.1686551570892334, -2.0802340507507324, -2.0660178661346436, -2.0531487464904785, -1.9999265670776367, -1.929442286491394]
50;[16.571611404418945, 3.0491933822631836, 1.4938644170761108, 1.247042179107666, 1.230304479598999, 1.1863287687301636, 1.1573749780654907, 1.1535892486572266, 1.155292272567749, 1.1692733764648438, 1.1442668437957764, 1.1454195976257324, 1.1435158252716064, 1.137812852859497, 1.1437005996704102, 1.1390093564987183, 1.1391431093215942, 1.1398893594741821, 1.1400082111358643, 1.1347870826721191, 1.142927646636963];[1.5432969331741333, 0.6290832757949829, 0.18975383043289185, 0.042825985699892044, 0.0398208387196064, 0.020735865458846092, 0.005975330248475075, 0.002920226426795125, 0.004233609884977341, 0.01465999148786068, 0.0029730915557593107, 0.0023198556154966354, 0.001135962549597025, 0.0004948771093040705, 0.0015957045834511518, 0.0002848714648280293, 0.0009986525401473045, 9.164869697997347e-05, 0.00022822558821644634, 0.00022782802989240736, 0.0010373825207352638];[-133.6049346923828, -3.4179744720458984, -1.7774901390075684, -1.3165290355682373, -1.3103595972061157, -1.2543823719024658, -1.211692452430725, -1.2041494846343994, -1.2095001935958862, -1.235731840133667, -1.2001206874847412, -1.2010327577590942, -1.199989676475525, -1.1968638896942139, -1.2014902830123901, -1.1957684755325317, -1.1963605880737305, -1.1942718029022217, -1.1985324621200562, -1.194874882698059, -1.2008851766586304]
100;[16.5886287689209, 2.720146417617798, 1.3270686864852905, 1.3038535118103027, 1.297796368598938, 1.2522530555725098, 1.2632428407669067, 1.2068400382995605, 1.1490159034729004, 1.1598745584487915, 1.1475032567977905, 1.142198085784912, 1.149747610092163, 1.1432667970657349, 1.1386810541152954, 1.144096851348877, 1.1501508951187134, 1.1465826034545898, 1.1457308530807495, 1.145031213760376, 1.1444569826126099];[1.5458124876022339, 0.5116607546806335, 0.07877638190984726, 0.08660183846950531, 0.08978073298931122, 0.0619068369269371, 0.0691230520606041, 0.03718038648366928, 0.002142074052244425, 0.010341869667172432, 0.0050100660882890224, 0.0024208121467381716, 0.003909409046173096, 0.0016042995266616344, 0.0013903593644499779, 0.0016280733980238438, 0.005653313361108303, 0.004077389370650053, 0.00430417200550437, 0.003652082057669759, 0.0014813935849815607];[-137.48666381835938, -2.748314619064331, -1.418276071548462, -1.4516842365264893, -1.4564872980117798, -1.371086835861206, -1.3959524631500244, -1.3025671243667603, -1.2026509046554565, -1.2220693826675415, -1.2079641819000244, -1.202110767364502, -1.2059537172317505, -1.1973415613174438, -1.1999640464782715, -1.2017292976379395, -1.2127294540405273, -1.2106672525405884, -1.207283854484558, -1.2033448219299316, -1.2014797925949097]
150;[16.579248428344727, 5.60659646987915, 1.5794072151184082, 1.3816096782684326, 1.1707794666290283, 1.1677231788635254, 1.1616663932800293, 1.1624640226364136, 1.151596188545227, 1.145949363708496, 1.1478831768035889, 1.1524749994277954, 1.1550060510635376, 1.152533769607544, 1.1877410411834717, 1.1657328605651855, 1.174047589302063, 1.1763436794281006, 1.1829091310501099, 1.156435251235962, 1.1548563241958618];[1.5444332361221313, 1.1064492464065552, 0.23568648099899292, 0.13645131886005402, 0.008298194967210293, 0.007419604808092117, 0.005386932287365198, 0.008080973289906979, 0.004922121297568083, 0.001105026574805379, 0.0032315815333276987, 0.006291694473475218, 0.00879775732755661, 0.011595935560762882, 0.028868958353996277, 0.015947375446558, 0.02282555401325226, 0.023692073300480843, 0.024539003148674965, 0.010126620531082153, 0.008340475149452686];[-133.5854034423828, -18.986377716064453, -1.9030671119689941, -1.586897611618042, -1.2208143472671509, -1.215359091758728, -1.2090201377868652, -1.219317078590393, -1.209445595741272, -1.200867772102356, -1.2068588733673096, -1.2113758325576782, -1.220287799835205, -1.224510669708252, -1.2785735130310059, -1.2384570837020874, -1.258825659751892, -1.2574594020843506, -1.2666690349578857, -1.2303986549377441, -1.221964955329895]
200;[16.581144332885742, 5.669153213500977, 4.993397235870361, 5.028217315673828, 4.949183940887451, 4.936505317687988, 4.989590167999268, 4.981093883514404, 1.1546707153320312, 1.237765908241272, 1.2338517904281616, 1.348371148109436, 1.3105813264846802, 1.3033758401870728, 1.297364354133606, 1.2200021743774414, 1.2142030000686646, 1.2162445783615112, 1.1987887620925903, 1.1984047889709473, 1.1859369277954102];[1.5422495603561401, 1.1082053184509277, 1.2123804092407227, 1.247135877609253, 1.2488775253295898, 1.2609294652938843, 1.2583845853805542, 1.2561441659927368, 0.005335246212780476, 0.05663294345140457, 0.05774310976266861, 0.1318136304616928, 0.10975128412246704, 0.10330656915903091, 0.10484487563371658, 0.05256324261426926, 0.047321826219558716, 0.049736667424440384, 0.039195556193590164, 0.03640608862042427, 0.032443705946207047];[-123.97220611572266, -18.100061416625977, -21.842937469482422, -23.202186584472656, -22.467758178710938, -22.710538864135742, -23.687744140625, -23.860109329223633, -1.2114280462265015, -1.3605149984359741, -1.360044240951538, -1.5855491161346436, -1.5143704414367676, -1.4981881380081177, -1.501388430595398, -1.3443629741668701, -1.336315631866455, -1.3423925638198853, -1.304805874824524, -1.3022481203079224, -1.2865333557128906]
250;[16.586626052856445, 5.777359485626221, 1.4804867506027222, 1.3508175611495972, 1.3050519227981567, 1.2631703615188599, 1.1831599473953247, 1.1923456192016602, 1.1850669384002686, 1.1728405952453613, 1.1761369705200195, 1.1762291193008423, 1.1940891742706299, 1.208640694618225, 1.198737382888794, 1.1931482553482056, 1.2098535299301147, 1.2041809558868408, 1.180619478225708, 1.1778693199157715, 1.177080750465393];[1.543653964996338, 1.1229453086853027, 0.16486172378063202, 0.1155361458659172, 0.09012047946453094, 0.06968032568693161, 0.02048810012638569, 0.029218997806310654, 0.024736249819397926, 0.017648164182901382, 0.016148552298545837, 0.021606728434562683, 0.030303217470645905, 0.0429215133190155, 0.03669314086437225, 0.03321072831749916, 0.04260291904211044, 0.04506075382232666, 0.026984522119164467, 0.026105478405952454, 0.02619728073477745];[-136.0319366455078, -19.189022064208984, -1.6745511293411255, -1.5271345376968384, -1.4516732692718506, -1.3950690031051636, -1.256462574005127, -1.2720248699188232, -1.2608722448349, -1.2449626922607422, -1.2422740459442139, -1.2582426071166992, -1.2841637134552002, -1.31451416015625, -1.294314980506897, -1.2920615673065186, -1.3229259252548218, -1.323439359664917, -1.2690210342407227, -1.2716095447540283, -1.2695319652557373]
300;[16.568906784057617, 2.977226495742798, 1.521299123764038, 1.4919219017028809, 1.4586894512176514, 1.456416130065918, 1.2469801902770996, 1.196765422821045, 1.1790522336959839, 1.1765875816345215, 1.1628355979919434, 1.1667311191558838, 1.169020414352417, 1.1675609350204468, 1.1707000732421875, 1.1671180725097656, 1.1542065143585205, 1.1603009700775146, 1.156982660293579, 1.1447649002075195, 1.144089937210083];[1.5443774461746216, 0.5937371253967285, 0.20376630127429962, 0.20764648914337158, 0.19515377283096313, 0.19805049896240234, 0.06237996742129326, 0.03367353603243828, 0.022380871698260307, 0.020688677206635475, 0.012954051606357098, 0.01660897582769394, 0.01595429889857769, 0.017175927758216858, 0.019441917538642883, 0.01799101009964943, 0.0094867879524827, 0.01274079829454422, 0.012822790071368217, 0.005084885284304619, 0.003515959484502673];[-131.40127563476562, -3.15499210357666, -1.7746390104293823, -1.8503732681274414, -1.8176448345184326, -1.8235920667648315, -1.3747303485870361, -1.2864397764205933, -1.2584049701690674, -1.250756859779358, -1.2324786186218262, -1.2435450553894043, -1.2448279857635498, -1.2435760498046875, -1.2509775161743164, -1.2464258670806885, -1.2199915647506714, -1.2364996671676636, -1.2318718433380127, -1.2091796398162842, -1.2064282894134521]
350;[16.575395584106445, 2.7591302394866943, 1.2970188856124878, 1.2989119291305542, 1.2314573526382446, 1.206099033355713, 1.1993950605392456, 1.2005237340927124, 1.1956413984298706, 1.1673972606658936, 1.1619231700897217, 1.157546877861023, 1.1662766933441162, 1.1648191213607788, 1.162592887878418, 1.1446311473846436, 1.1492446660995483, 1.147618293762207, 1.1448585987091064, 1.1517616510391235, 1.1491955518722534];[1.5439980030059814, 0.5230969786643982, 0.06464539468288422, 0.08263454586267471, 0.04717165604233742, 0.0332074910402298, 0.03183218091726303, 0.03029434010386467, 0.030020030215382576, 0.01391079742461443, 0.012767664156854153, 0.007563410326838493, 0.014302390627563, 0.013386046513915062, 0.01221537496894598, 0.006197415757924318, 0.008068997412919998, 0.0057924180291593075, 0.005553485359996557, 0.008303345181047916, 0.008152257651090622];[-134.50381469726562, -2.77262544631958, -1.3658490180969238, -1.4229916334152222, -1.328245997428894, -1.289095163345337, -1.2853142023086548, -1.2813926935195923, -1.2821180820465088, -1.2345377206802368, -1.2315638065338135, -1.2172021865844727, -1.2398557662963867, -1.2328674793243408, -1.2339451313018799, -1.2097560167312622, -1.2192232608795166, -1.214044213294983, -1.2115339040756226, -1.2201666831970215, -1.2173657417297363]
400;[16.581676483154297, 5.789979457855225, 1.5739673376083374, 1.3707919120788574, 1.4648874998092651, 1.2877203226089478, 1.2637253999710083, 1.2317025661468506, 1.1784496307373047, 1.1696257591247559, 1.1606229543685913, 1.1480536460876465, 1.1431347131729126, 1.1421422958374023, 1.1375914812088013, 1.140030026435852, 1.1379663944244385, 1.1415104866027832, 1.1401317119598389, 1.1383693218231201, 1.1329878568649292];[1.5451970100402832, 1.1292706727981567, 0.23099945485591888, 0.1276818811893463, 0.19725370407104492, 0.08513897657394409, 0.06988681107759476, 0.0542893223464489, 0.01980738341808319, 0.014264591969549656, 0.006794381886720657, 0.004976934753358364, 0.0015977168222889304, 0.002319089835509658, 0.00010147869761567563, 0.0006896156119182706, -9.592652349965647e-05, 0.001509253983385861, 0.0010077672777697444, 0.00025511562125757337, 0.0003356379165779799];[-130.53082275390625, -19.983497619628906, -1.8928136825561523, -1.5658057928085327, -1.7776151895523071, -1.4389734268188477, -1.397061824798584, -1.3454803228378296, -1.2499483823776245, -1.2384905815124512, -1.2131866216659546, -1.2087057828903198, -1.1976646184921265, -1.1995166540145874, -1.197678804397583, -1.2000341415405273, -1.1968903541564941, -1.1997777223587036, -1.1982883214950562, -1.1957002878189087, -1.1945453882217407]
450;[16.57622718811035, 3.274562120437622, 1.7258076667785645, 1.9138734340667725, 1.391774296760559, 1.2743977308273315, 1.2123327255249023, 1.2113885879516602, 1.2263083457946777, 1.245700478553772, 1.2184996604919434, 1.1994770765304565, 1.1909630298614502, 1.1616865396499634, 1.170607089996338, 1.1765636205673218, 1.1889691352844238, 1.1696906089782715, 1.1681898832321167, 1.1597317457199097, 1.168131947517395];[1.5458897352218628, 0.6906102895736694, 0.3326302468776703, 0.4755088686943054, 0.14791147410869598, 0.07619325071573257, 0.038689687848091125, 0.041137613356113434, 0.05051571875810623, 0.061962854117155075, 0.04817793518304825, 0.035113029181957245, 0.03064991533756256, 0.015728842467069626, 0.01744857244193554, 0.02393483556807041, 0.029015643522143364, 0.019245563074946404, 0.01934055984020233, 0.014273319393396378, 0.020629364997148514];[-133.1857147216797, -3.7189714908599854, -2.323930263519287, -2.894761562347412, -1.6252968311309814, -1.4104543924331665, -1.3071832656860352, -1.31024968624115, -1.34218168258667, -1.3799386024475098, -1.3258426189422607, -1.295005440711975, -1.2857105731964111, -1.2310307025909424, -1.2423886060714722, -1.2631146907806396, -1.2832340002059937, -1.250627875328064, -1.2533230781555176, -1.2378487586975098, -1.2518064975738525]
500;[16.589872360229492, 5.725560188293457, 5.033642768859863, 1.2132196426391602, 1.3265496492385864, 1.1802788972854614, 1.1653803586959839, 1.1715621948242188, 1.1557537317276, 1.1540861129760742, 1.1473950147628784, 1.159385323524475, 1.1511528491973877, 1.1594270467758179, 1.1462637186050415, 1.1409454345703125, 1.151820182800293, 1.1555486917495728, 1.1466765403747559, 1.1420639753341675, 1.1444796323776245];[1.5451890230178833, 1.121476650238037, 1.2133156061172485, 0.02351921983063221, 0.10445268452167511, 0.012120187282562256, 0.00863073393702507, 0.013518059626221657, 0.007436882238835096, 0.007110442500561476, 0.005627536680549383, 0.008175249211490154, 0.007367624435573816, 0.010748598724603653, 0.004978834185749292, 0.004484714940190315, 0.006981270387768745, 0.009970099665224552, 0.005506949499249458, 0.0018757361685857177, 0.004686919506639242];[-125.60166931152344, -20.054323196411133, -22.491615295410156, -1.2623509168624878, -1.4980276823043823, -1.2343217134475708, -1.2235329151153564, -1.2352452278137207, -1.2172282934188843, -1.2152155637741089, -1.211369514465332, -1.2239198684692383, -1.2195303440093994, -1.2292001247406006, -1.204216718673706, -1.2091898918151855, -1.217441439628601, -1.2236155271530151, -1.211901068687439, -1.2074034214019775, -1.2114423513412476]
550;[16.56916046142578, 5.436110973358154, 4.994890213012695, 4.961316108703613, 1.2571861743927002, 1.1916382312774658, 1.1817443370819092, 1.1816067695617676, 1.153212308883667, 1.2095952033996582, 1.1658260822296143, 1.177553415298462, 1.155774712562561, 1.1510932445526123, 1.1704756021499634, 1.1665571928024292, 1.1674854755401611, 1.1685986518859863, 1.1682040691375732, 1.1609747409820557, 1.1628395318984985];[1.5452324151992798, 1.075340747833252, 1.234816551208496, 1.2275992631912231, 0.05992421507835388, 0.02336673066020012, 0.01694454811513424, 0.019919678568840027, 0.005283728241920471, 0.04206329211592674, 0.014742858707904816, 0.023199735209345818, 0.012263978831470013, 0.0064897374249994755, 0.018213793635368347, 0.014958495274186134, 0.017215747386217117, 0.021242832764983177, 0.016964096575975418, 0.015478687360882759, 0.01582643762230873];[-129.8190460205078, -15.528112411499023, -22.24337387084961, -22.552499771118164, -1.3600231409072876, -1.2624419927597046, -1.243815302848816, -1.2536540031433105, -1.2115827798843384, -1.3143386840820312, -1.2369097471237183, -1.261505365371704, -1.2276463508605957, -1.2155638933181763, -1.2504146099090576, -1.2435410022735596, -1.2438708543777466, -1.2567187547683716, -1.2439446449279785, -1.2381846904754639, -1.2412903308868408]
600;[16.570796966552734, 5.4537034034729, 4.943160057067871, 4.908617973327637, 4.883485794067383, 4.904226779937744, 1.3959972858428955, 1.1915069818496704, 1.177229642868042, 1.1500016450881958, 1.2074776887893677, 1.2066617012023926, 1.231725811958313, 1.183558702468872, 1.1683231592178345, 1.1599950790405273, 1.160422682762146, 1.153144121170044, 1.1446499824523926, 1.1546649932861328, 1.1578736305236816];[1.5424233675003052, 1.0871495008468628, 1.259456753730774, 1.2424999475479126, 1.257655143737793, 1.2753220796585083, 0.160908043384552, 0.026331910863518715, 0.019216177985072136, 0.007223999127745628, 0.039628129452466965, 0.03983509540557861, 0.05587371438741684, 0.028875846415758133, 0.018468501046299934, 0.012394148856401443, 0.012718822807073593, 0.010510701686143875, 0.0043807984329760075, 0.010030722245573997, 0.013611524365842342];[-136.28038024902344, -16.182029724121094, -20.684309005737305, -21.565135955810547, -21.545202255249023, -22.064613342285156, -1.672235369682312, -1.2669299840927124, -1.2493325471878052, -1.2168020009994507, -1.305776834487915, -1.307153344154358, -1.3608676195144653, -1.2721807956695557, -1.2438181638717651, -1.231645941734314, -1.2318813800811768, -1.2278817892074585, -1.2066248655319214, -1.2214699983596802, -1.2339799404144287]
