Seed;RMSE History;MMD History;Log-Likelihood History
1050;[16.375225067138672, 11.399435997009277, 11.381020545959473, 11.30238151550293, 11.353697776794434, 3.7941226959228516, 2.8833374977111816, 2.7526614665985107, 2.425652503967285, 2.1962637901306152, 2.06877064704895, 1.9820144176483154, 1.9459009170532227, 1.933688998222351, 1.8392583131790161, 1.856825351715088, 1.818880319595337, 1.8175876140594482, 1.8067429065704346, 1.8320127725601196, 1.8353745937347412];[1.395277976989746, 1.3740508556365967, 1.43279230594635, 1.4007664918899536, 1.4219903945922852, 0.780382513999939, 0.47941455245018005, 0.42950648069381714, 0.2868252098560333, 0.18946808576583862, 0.14027537405490875, 0.10226491093635559, 0.08490453660488129, 0.08312485367059708, 0.04528176411986351, 0.050747308880090714, 0.03586587309837341, 0.03669346496462822, 0.037023577839136124, 0.044268202036619186, 0.0463101752102375];[-72.14942169189453, -45.9047737121582, -47.098426818847656, -50.15044021606445, -50.97921371459961, -5.102372646331787, -3.1637039184570312, -2.9872443675994873, -2.459493637084961, -2.151002883911133, -1.9927434921264648, -1.883163332939148, -1.83916437625885, -1.8337548971176147, -1.7291258573532104, -1.7393252849578857, -1.7021222114562988, -1.7032848596572876, -1.7027249336242676, -1.723809838294983, -1.7365384101867676]
1100;[16.353046417236328, 11.730096817016602, 11.464317321777344, 3.6106042861938477, 2.911703586578369, 2.9616260528564453, 2.479534387588501, 2.554297685623169, 2.4977235794067383, 2.4317080974578857, 2.2934682369232178, 2.1997809410095215, 2.0366146564483643, 1.9441478252410889, 1.9130195379257202, 1.8607566356658936, 1.8888431787490845, 1.8567205667495728, 1.8443968296051025, 1.8333044052124023, 1.835544466972351];[1.3981329202651978, 1.2986760139465332, 1.334160327911377, 0.681599497795105, 0.46786239743232727, 0.49522078037261963, 0.30348947644233704, 0.3434147238731384, 0.31579670310020447, 0.2956464886665344, 0.2383117824792862, 0.19314028322696686, 0.1251635104417801, 0.0870920717716217, 0.0741598904132843, 0.05701257288455963, 0.06478960067033768, 0.05388321727514267, 0.049051493406295776, 0.042555004358291626, 0.049860879778862];[-71.51570129394531, -52.837806701660156, -51.70073318481445, -4.479037284851074, -3.1454427242279053, -3.2476541996002197, -2.512542963027954, -2.647947311401367, -2.559415578842163, -2.4904937744140625, -2.2905898094177246, -2.157102108001709, -1.9627488851547241, -1.8500263690948486, -1.8136100769042969, -1.7679800987243652, -1.788719892501831, -1.7566637992858887, -1.7363712787628174, -1.7264866828918457, -1.7397557497024536]
1150;[16.3749942779541, 8.269950866699219, 4.533742904663086, 4.219971179962158, 3.3300859928131104, 2.9593234062194824, 2.4103822708129883, 2.199373483657837, 2.15529727935791, 2.08370304107666, 2.101259708404541, 2.051689863204956, 1.9356945753097534, 1.92207670211792, 1.9010697603225708, 1.8780208826065063, 1.8465912342071533, 1.8266613483428955, 1.8120448589324951, 1.8220924139022827, 1.809812307357788];[1.3949111700057983, 1.4421463012695312, 0.9520936608314514, 0.8652717471122742, 0.622590184211731, 0.4886797070503235, 0.27211782336235046, 0.18350212275981903, 0.1692526638507843, 0.13952651619911194, 0.14999234676361084, 0.1342068612575531, 0.07964154332876205, 0.07972849160432816, 0.06883447617292404, 0.060427501797676086, 0.04512511193752289, 0.04212968423962593, 0.03500071540474892, 0.04058258607983589, 0.0358886644244194];[-71.01026916503906, -18.3749942779541, -6.0821733474731445, -5.831833362579346, -3.8123154640197754, -3.346787691116333, -2.407339334487915, -2.127384901046753, -2.095083713531494, -1.9883533716201782, -2.039867639541626, -1.986838936805725, -1.8286716938018799, -1.8244881629943848, -1.7972735166549683, -1.7676538228988647, -1.7320512533187866, -1.7230650186538696, -1.6963309049606323, -1.713903546333313, -1.7034600973129272]
1200;[16.371870040893555, 8.209033966064453, 4.993428707122803, 3.9876065254211426, 3.1464104652404785, 2.8198816776275635, 2.6238410472869873, 2.4484317302703857, 2.4143776893615723, 2.296245813369751, 2.263878107070923, 2.180499315261841, 2.102969169616699, 2.063955783843994, 2.119723081588745, 2.0357630252838135, 1.9833396673202515, 1.9210898876190186, 1.8751580715179443, 1.836348533630371, 1.8303865194320679];[1.3951202630996704, 1.4022338390350342, 1.0976192951202393, 0.8266171216964722, 0.5694621205329895, 0.43373435735702515, 0.3749665319919586, 0.29030075669288635, 0.2851516306400299, 0.23124714195728302, 0.2221926897764206, 0.1896551549434662, 0.15388640761375427, 0.13862276077270508, 0.17133112251758575, 0.13188579678535461, 0.10616863518953323, 0.07966531068086624, 0.06345198303461075, 0.047513559460639954, 0.047064319252967834];[-70.61595916748047, -18.390222549438477, -6.7621073722839355, -5.007297515869141, -3.489628314971924, -2.9319007396698, -2.731743574142456, -2.46466064453125, -2.4534456729888916, -2.282393217086792, -2.2566709518432617, -2.149366855621338, -2.0459859371185303, -2.0053772926330566, -2.092383623123169, -1.9732991456985474, -1.902278184890747, -1.8285943269729614, -1.7773489952087402, -1.731601357460022, -1.7256773710250854]
1250;[16.39104652404785, 8.272246360778809, 8.184112548828125, 4.3705549240112305, 4.029925346374512, 3.8122787475585938, 3.705725908279419, 2.884425640106201, 2.6563165187835693, 2.7105207443237305, 2.661322832107544, 2.489089250564575, 2.377739667892456, 2.2554993629455566, 2.1490871906280518, 2.103794813156128, 2.067349910736084, 1.9889143705368042, 1.9247868061065674, 1.9327380657196045, 1.934181571006775];[1.3973263502120972, 1.4802217483520508, 1.45012629032135, 0.9778878092765808, 0.8926923871040344, 0.8273558020591736, 0.7950205206871033, 0.4834820628166199, 0.3926318883895874, 0.41795065999031067, 0.40062081813812256, 0.3296835720539093, 0.2787715792655945, 0.2229539155960083, 0.17819511890411377, 0.16102980077266693, 0.14300347864627838, 0.1092696562409401, 0.08552271127700806, 0.08833423256874084, 0.09095979481935501];[-71.88424682617188, -17.253360748291016, -20.279441833496094, -5.820035457611084, -5.253757476806641, -4.8534746170043945, -4.764283657073975, -3.178072214126587, -2.830646276473999, -2.931727647781372, -2.8869330883026123, -2.6222634315490723, -2.4580931663513184, -2.2671468257904053, -2.1229970455169678, -2.0696794986724854, -2.026491641998291, -1.9242390394210815, -1.8391801118850708, -1.8577532768249512, -1.867010235786438]
1300;[16.366605758666992, 8.196331977844238, 4.600524425506592, 3.6639370918273926, 3.2494325637817383, 2.79787540435791, 2.6910979747772217, 2.6114749908447266, 2.3808813095092773, 2.280827760696411, 2.132472276687622, 2.165555477142334, 2.037883996963501, 1.960415005683899, 1.9879435300827026, 2.011157751083374, 2.0119452476501465, 1.9631130695343018, 1.9351650476455688, 1.9186549186706543, 1.8628860712051392];[1.3973984718322754, 1.4362622499465942, 0.9836277961730957, 0.752217710018158, 0.605046808719635, 0.4320075511932373, 0.39893433451652527, 0.3639585077762604, 0.2729273736476898, 0.22966547310352325, 0.16385971009731293, 0.18015675246715546, 0.1265329122543335, 0.09197410941123962, 0.10696002095937729, 0.12001750618219376, 0.11897846311330795, 0.09869679808616638, 0.0900476723909378, 0.08036784827709198, 0.06066647544503212];[-73.70648193359375, -17.799352645874023, -6.2053914070129395, -4.286962985992432, -3.6418492794036865, -2.9509735107421875, -2.8327109813690186, -2.7175416946411133, -2.3978819847106934, -2.2752225399017334, -2.086690902709961, -2.1231210231781006, -1.9635502099990845, -1.865329623222351, -1.905308485031128, -1.9439468383789062, -1.9455386400222778, -1.8836910724639893, -1.853013277053833, -1.82927668094635, -1.768825650215149]
1350;[16.371929168701172, 8.210531234741211, 3.978111982345581, 3.343651056289673, 2.4593029022216797, 2.1799516677856445, 2.162611961364746, 2.056051015853882, 1.8476992845535278, 1.8045907020568848, 1.781199336051941, 1.7439451217651367, 1.7577520608901978, 1.7371931076049805, 1.7320818901062012, 1.7313487529754639, 1.7375444173812866, 1.73506498336792, 1.7266329526901245, 1.7260065078735352, 1.7259070873260498];[1.397181749343872, 1.2946877479553223, 0.821258544921875, 0.6138128042221069, 0.27766814827919006, 0.16377301514148712, 0.1666680872440338, 0.12843777239322662, 0.03824693337082863, 0.020676853135228157, 0.013993825763463974, 0.005057461094111204, 0.007636619731783867, 0.0018692314624786377, 0.0005213820841163397, 0.0002966088068205863, 0.0019521170761436224, 0.0031088488176465034, 0.0007884794613346457, 0.0013510292628780007, 0.0005122387665323913];[-71.98412322998047, -20.46174430847168, -4.5779619216918945, -3.8322010040283203, -2.3784518241882324, -2.0594823360443115, -2.0819191932678223, -1.964045524597168, -1.7055325508117676, -1.6568670272827148, -1.6392080783843994, -1.6165412664413452, -1.6240428686141968, -1.6081914901733398, -1.5995304584503174, -1.6053986549377441, -1.6093298196792603, -1.6109368801116943, -1.6070910692214966, -1.6031732559204102, -1.6040209531784058]
1400;[16.372169494628906, 8.309403419494629, 8.09570598602295, 8.079631805419922, 8.06779670715332, 8.053556442260742, 8.077486038208008, 2.804333448410034, 2.120197057723999, 1.9219536781311035, 1.8178291320800781, 1.7939497232437134, 1.7755175828933716, 1.7600399255752563, 1.746584177017212, 1.757462501525879, 1.7459412813186646, 1.7338900566101074, 1.7425286769866943, 1.735007882118225, 1.7305580377578735];[1.3955820798873901, 1.4464198350906372, 1.3399641513824463, 1.3479727506637573, 1.3203102350234985, 1.2809889316558838, 1.2828526496887207, 0.43959835171699524, 0.15242993831634521, 0.07174748927354813, 0.029710687696933746, 0.02059042453765869, 0.012359862215816975, 0.010554787702858448, 0.005096252076327801, 0.012082100845873356, 0.004641769453883171, 0.0037303573917597532, 0.005581306759268045, 0.0062630134634673595, 0.0010325509356334805];[-71.54533386230469, -18.306371688842773, -22.079011917114258, -22.995492935180664, -24.0217342376709, -25.30254364013672, -26.282997131347656, -3.1702282428741455, -2.0447487831115723, -1.8007718324661255, -1.6909865140914917, -1.6637452840805054, -1.6379131078720093, -1.630958080291748, -1.6156316995620728, -1.6345802545547485, -1.6199586391448975, -1.613816261291504, -1.621869683265686, -1.6149663925170898, -1.6070313453674316]
1450;[16.357162475585938, 8.289417266845703, 8.234753608703613, 4.952885627746582, 3.9892892837524414, 3.4410440921783447, 3.374051570892334, 3.100923538208008, 2.9712207317352295, 2.6168932914733887, 2.5458261966705322, 2.327150821685791, 2.1821351051330566, 2.1759426593780518, 2.1129164695739746, 2.005774736404419, 1.9175125360488892, 1.878414273262024, 1.869118332862854, 1.8488117456436157, 1.814345121383667];[1.3948125839233398, 1.4601967334747314, 1.4586411714553833, 1.1223431825637817, 0.8733169436454773, 0.6978798508644104, 0.6841697096824646, 0.567762017250061, 0.5304380059242249, 0.37960144877433777, 0.35359543561935425, 0.25173959136009216, 0.18766671419143677, 0.1884121298789978, 0.16191619634628296, 0.11762996762990952, 0.08122918754816055, 0.06257397681474686, 0.05737140029668808, 0.04981518164277077, 0.03911206126213074];[-71.82520294189453, -17.78519058227539, -20.624826431274414, -7.170351028442383, -5.145756721496582, -4.105551719665527, -3.977895498275757, -3.5454511642456055, -3.392484664916992, -2.766928195953369, -2.6938109397888184, -2.3409879207611084, -2.150113582611084, -2.149273157119751, -2.0709872245788574, -1.923512578010559, -1.821958303451538, -1.7792494297027588, -1.7654638290405273, -1.7471994161605835, -1.7102733850479126]
1500;[16.37167739868164, 11.420536041259766, 11.362757682800293, 11.364035606384277, 11.353654861450195, 11.350602149963379, 4.02464485168457, 3.978926181793213, 2.994126081466675, 3.067530632019043, 2.6034586429595947, 2.581510543823242, 2.428243637084961, 2.355343818664551, 2.2846317291259766, 2.2829699516296387, 2.20770263671875, 2.182117223739624, 2.1295173168182373, 2.0697247982025146, 2.0363008975982666];[1.3984867334365845, 1.4422204494476318, 1.418379545211792, 1.4210397005081177, 1.4062858819961548, 1.410933017730713, 0.8406069874763489, 0.8249045610427856, 0.5234065055847168, 0.5622879862785339, 0.3744544982910156, 0.3683120012283325, 0.3040340542793274, 0.26445427536964417, 0.23983198404312134, 0.2398398369550705, 0.2065453678369522, 0.19241760671138763, 0.17209461331367493, 0.1466815024614334, 0.13489483296871185];[-70.15998840332031, -43.28273391723633, -48.22392654418945, -49.434898376464844, -51.3844108581543, -52.16819381713867, -5.879678726196289, -5.869161605834961, -3.4862723350524902, -3.6276509761810303, -2.79952335357666, -2.7696917057037354, -2.5207178592681885, -2.3906090259552, -2.321423053741455, -2.330893039703369, -2.2091064453125, -2.179882526397705, -2.111060619354248, -2.0326755046844482, -1.9927382469177246]
50;[16.571611404418945, 1.929853081703186, 1.8129305839538574, 1.3538060188293457, 1.2917207479476929, 1.2773315906524658, 1.1994349956512451, 1.2080559730529785, 1.2055855989456177, 1.2350051403045654, 1.1926575899124146, 1.1663556098937988, 1.1716609001159668, 1.162295937538147, 1.164168357849121, 1.1564412117004395, 1.1559526920318604, 1.158319354057312, 1.1570451259613037, 1.1504019498825073, 1.1576610803604126];[1.5432969331741333, 0.3300844132900238, 0.3159008324146271, 0.06570500135421753, 0.045614611357450485, 0.05057057738304138, 0.01147726085036993, 0.01753292791545391, 0.017766550183296204, 0.040493324398994446, 0.01886155642569065, 0.0030486255418509245, 0.00705909775570035, 0.004571215715259314, 0.002473681466653943, 0.0011764311930164695, 0.0029865067917853594, 0.002712271874770522, 0.0015203874791041017, 0.0022772944066673517, 0.0031711244955658913];[-133.6049346923828, -2.152339220046997, -2.1999330520629883, -1.3759307861328125, -1.3232334852218628, -1.3373969793319702, -1.2282061576843262, -1.2448139190673828, -1.2472195625305176, -1.3087464570999146, -1.2436796426773071, -1.2047024965286255, -1.2164157629013062, -1.2097997665405273, -1.2044568061828613, -1.1994950771331787, -1.2016876935958862, -1.2014776468276978, -1.20243239402771, -1.200772762298584, -1.2065811157226562]
100;[16.5886287689209, 1.6888830661773682, 1.5437066555023193, 1.3756948709487915, 1.2926795482635498, 1.2697300910949707, 1.2583237886428833, 1.2139992713928223, 1.1788939237594604, 1.1844030618667603, 1.1754997968673706, 1.1653146743774414, 1.168177604675293, 1.1649190187454224, 1.1581120491027832, 1.1733242273330688, 1.1706149578094482, 1.1653939485549927, 1.1659460067749023, 1.1602057218551636, 1.1605008840560913];[1.5458124876022339, 0.20413166284561157, 0.15561677515506744, 0.09247014671564102, 0.05333060398697853, 0.043991755694150925, 0.040179893374443054, 0.020535888150334358, 0.004271313548088074, 0.009382642805576324, 0.007500829640775919, 0.0031420409213751554, 0.0037629175931215286, 0.00472508929669857, 0.0036558867432177067, 0.0095710139721632, 0.008994122967123985, 0.0074990554712712765, 0.0077924239449203014, 0.005326541140675545, 0.0036149960942566395];[-137.48666381835938, -1.723212480545044, -1.615366816520691, -1.4526382684707642, -1.3413150310516357, -1.3120077848434448, -1.3083990812301636, -1.255124568939209, -1.2082270383834839, -1.2236226797103882, -1.2156693935394287, -1.2059165239334106, -1.2071689367294312, -1.2055096626281738, -1.208184003829956, -1.222722053527832, -1.2231202125549316, -1.2188639640808105, -1.2188708782196045, -1.208600640296936, -1.2078521251678467]
150;[16.579248428344727, 1.6761550903320312, 1.6349138021469116, 1.4533228874206543, 1.2996101379394531, 1.2190253734588623, 1.2082082033157349, 1.2037140130996704, 1.1924647092819214, 1.184969425201416, 1.1865445375442505, 1.1968741416931152, 1.1926016807556152, 1.1839649677276611, 1.244666576385498, 1.2145265340805054, 1.2177294492721558, 1.2185068130493164, 1.2183269262313843, 1.1835862398147583, 1.1781998872756958];[1.5444332361221313, 0.19214004278182983, 0.22369146347045898, 0.13782274723052979, 0.06066068261861801, 0.012951760552823544, 0.010825634002685547, 0.012425689958035946, 0.013587475754320621, 0.009976251982152462, 0.012366924434900284, 0.020171839743852615, 0.020446088165044785, 0.019788088276982307, 0.05331755802035332, 0.03554637357592583, 0.04014572501182556, 0.04117259010672569, 0.03852677717804909, 0.01882849633693695, 0.014733528718352318];[-133.5854034423828, -1.686044454574585, -1.7821300029754639, -1.5561261177062988, -1.358669400215149, -1.2317063808441162, -1.225775122642517, -1.2328591346740723, -1.2340158224105835, -1.2266219854354858, -1.2322638034820557, -1.248968482017517, -1.2529200315475464, -1.2471342086791992, -1.3457003831863403, -1.2925688028335571, -1.3063125610351562, -1.304313063621521, -1.3054596185684204, -1.2555814981460571, -1.2394137382507324]
200;[16.581144332885742, 1.7037510871887207, 1.4172215461730957, 1.355187177658081, 1.345976710319519, 1.2827075719833374, 1.2062321901321411, 1.2018768787384033, 1.1740195751190186, 1.1823097467422485, 1.1741130352020264, 1.2106236219406128, 1.2146577835083008, 1.203863501548767, 1.1958913803100586, 1.1767311096191406, 1.1703333854675293, 1.1715679168701172, 1.1693288087844849, 1.169885516166687, 1.1564569473266602];[1.5422495603561401, 0.2017730325460434, 0.08620891720056534, 0.07946208119392395, 0.08231858909130096, 0.051662638783454895, 0.010676000267267227, 0.01220938004553318, 0.0017645996995270252, 0.005896796006709337, 0.005336031783372164, 0.02714753895998001, 0.03318043798208237, 0.026939695701003075, 0.02706482633948326, 0.014256179332733154, 0.01053481362760067, 0.012543370947241783, 0.012256328947842121, 0.010281430557370186, 0.006593105383217335];[-123.97220611572266, -1.7097247838974, -1.422706127166748, -1.4084457159042358, -1.4185819625854492, -1.3363211154937744, -1.2238258123397827, -1.2297086715698242, -1.2028467655181885, -1.2172893285751343, -1.2122244834899902, -1.2720671892166138, -1.2855443954467773, -1.2708081007003784, -1.2698918581008911, -1.2340922355651855, -1.227826714515686, -1.234555721282959, -1.2290220260620117, -1.2264320850372314, -1.2140001058578491]
250;[16.586626052856445, 5.280910491943359, 1.5783586502075195, 1.5029634237289429, 1.5235581398010254, 1.5494579076766968, 1.510036826133728, 1.4174009561538696, 1.3933387994766235, 1.3069840669631958, 1.3208050727844238, 1.3121646642684937, 1.2012009620666504, 1.1761085987091064, 1.1690466403961182, 1.1618530750274658, 1.1641464233398438, 1.1617285013198853, 1.1612142324447632, 1.1621211767196655, 1.1657631397247314];[1.543653964996338, 1.1303966045379639, 0.182578444480896, 0.16635514795780182, 0.19063007831573486, 0.2242993861436844, 0.2078217715024948, 0.1548786163330078, 0.14101237058639526, 0.0871504619717598, 0.09417620301246643, 0.09599896520376205, 0.02223184145987034, 0.011676612310111523, 0.006206776946783066, 0.0033815717324614525, 0.0044140382669866085, 0.008741269819438457, 0.006789045874029398, 0.007489823270589113, 0.011097025126218796];[-136.0319366455078, -19.667125701904297, -1.7063747644424438, -1.6621397733688354, -1.7518947124481201, -1.865575909614563, -1.8334341049194336, -1.6367570161819458, -1.6006585359573364, -1.4451730251312256, -1.4683035612106323, -1.4779967069625854, -1.2590359449386597, -1.22454035282135, -1.2098995447158813, -1.207097053527832, -1.2109668254852295, -1.2181227207183838, -1.212519645690918, -1.2185444831848145, -1.2254871129989624]
300;[16.568906784057617, 5.042234897613525, 1.5108680725097656, 1.3186184167861938, 1.351656436920166, 1.2911220788955688, 1.260885238647461, 1.2843976020812988, 1.2302937507629395, 1.2091871500015259, 1.2017521858215332, 1.1972084045410156, 1.1776903867721558, 1.1781526803970337, 1.158704400062561, 1.1590664386749268, 1.1580533981323242, 1.1573572158813477, 1.1529121398925781, 1.1540075540542603, 1.154852032661438];[1.5443774461746216, 1.171458125114441, 0.14776769280433655, 0.052665214985609055, 0.08910730481147766, 0.05974371358752251, 0.046982694417238235, 0.07048682123422623, 0.03488850221037865, 0.02569935843348503, 0.023003553971648216, 0.022734753787517548, 0.008871382102370262, 0.011042091064155102, 0.0026768480893224478, 0.0025159120559692383, 0.003426430281251669, 0.002990349428728223, 0.001942031434737146, 0.002733876695856452, 0.002966112457215786];[-131.40127563476562, -16.476673126220703, -1.5798226594924927, -1.3362643718719482, -1.4406415224075317, -1.3514846563339233, -1.3213515281677246, -1.3859925270080566, -1.2924915552139282, -1.264583945274353, -1.2608311176300049, -1.259498953819275, -1.2274528741836548, -1.2275516986846924, -1.2037434577941895, -1.2041106224060059, -1.204026699066162, -1.2069038152694702, -1.2006330490112305, -1.203149676322937, -1.206559658050537]
350;[16.575395584106445, 1.7069296836853027, 1.5671805143356323, 1.4787925481796265, 1.3891557455062866, 1.3138126134872437, 1.2998548746109009, 1.2900549173355103, 1.2789316177368164, 1.254956603050232, 1.2089015245437622, 1.2018295526504517, 1.218478798866272, 1.213258981704712, 1.2105876207351685, 1.1770886182785034, 1.1890792846679688, 1.1785142421722412, 1.176988124847412, 1.1897107362747192, 1.1816555261611938];[1.5439980030059814, 0.21169708669185638, 0.18040722608566284, 0.15413574874401093, 0.1144614964723587, 0.07502352446317673, 0.07261447608470917, 0.06706202775239944, 0.06396234780550003, 0.052665382623672485, 0.027388429269194603, 0.022115755826234818, 0.03436760976910591, 0.031244440004229546, 0.03115631267428398, 0.015825094655156136, 0.024097681045532227, 0.015654737129807472, 0.016778305172920227, 0.02339804731309414, 0.02122431807219982];[-134.50381469726562, -1.7191815376281738, -1.6688308715820312, -1.6120988130569458, -1.5070931911468506, -1.4013160467147827, -1.393297553062439, -1.381605863571167, -1.3730673789978027, -1.340000033378601, -1.2714569568634033, -1.2566633224487305, -1.2963762283325195, -1.2832996845245361, -1.2875442504882812, -1.2371842861175537, -1.2644813060760498, -1.2411742210388184, -1.2428507804870605, -1.2627332210540771, -1.2529360055923462]
400;[16.581676483154297, 5.400246620178223, 1.7075883150100708, 1.6784685850143433, 1.767357349395752, 1.7320877313613892, 1.708042025566101, 1.7228448390960693, 1.2936025857925415, 1.24639093875885, 1.2357770204544067, 1.218721628189087, 1.1807541847229004, 1.181494116783142, 1.1796389818191528, 1.1841650009155273, 1.1687512397766113, 1.172252893447876, 1.1658943891525269, 1.1575111150741577, 1.1539558172225952];[1.5451970100402832, 1.1502101421356201, 0.2666746973991394, 0.2746793031692505, 0.35003843903541565, 0.34050261974334717, 0.3267953395843506, 0.34783047437667847, 0.07318435609340668, 0.045138951390981674, 0.03911234438419342, 0.03497032821178436, 0.012709520757198334, 0.016182607039809227, 0.01655554212629795, 0.017935849726200104, 0.010282528586685658, 0.012644648551940918, 0.008252921514213085, 0.004312752280384302, 0.004912087693810463];[-130.53082275390625, -20.373615264892578, -1.9722247123718262, -2.0094218254089355, -2.2782373428344727, -2.2699573040008545, -2.271592617034912, -2.3050577640533447, -1.3922438621520996, -1.323824167251587, -1.3034449815750122, -1.2922885417938232, -1.2285982370376587, -1.2378754615783691, -1.2445712089538574, -1.2463080883026123, -1.2277830839157104, -1.2307524681091309, -1.219445824623108, -1.2082136869430542, -1.2091678380966187]
450;[16.57622718811035, 2.0971713066101074, 2.0354983806610107, 2.226386785507202, 1.5571234226226807, 1.384414553642273, 1.3029361963272095, 1.3333700895309448, 1.3463228940963745, 1.3442250490188599, 1.3300089836120605, 1.267029881477356, 1.255915641784668, 1.2261937856674194, 1.2311116456985474, 1.239759922027588, 1.2532610893249512, 1.23179292678833, 1.2232593297958374, 1.1811274290084839, 1.1892932653427124];[1.5458897352218628, 0.4032970666885376, 0.43648284673690796, 0.5772159695625305, 0.21533094346523285, 0.12042369693517685, 0.07325758039951324, 0.09897348284721375, 0.10920252650976181, 0.10821206122636795, 0.10483711957931519, 0.06543141603469849, 0.05817021057009697, 0.0460025779902935, 0.044104915112257004, 0.05319855734705925, 0.06024548411369324, 0.048980940133333206, 0.04565470293164253, 0.019015496596693993, 0.026219990104436874];[-133.1857147216797, -2.4573171138763428, -2.7012417316436768, -3.3349826335906982, -1.800978183746338, -1.5248229503631592, -1.4035495519638062, -1.4697574377059937, -1.507591724395752, -1.5121002197265625, -1.4844197034835815, -1.3774875402450562, -1.3611304759979248, -1.3123877048492432, -1.3169853687286377, -1.3427411317825317, -1.3724262714385986, -1.3354686498641968, -1.3286688327789307, -1.25238037109375, -1.266905426979065]
500;[16.589872360229492, 1.5783697366714478, 1.5429158210754395, 1.5842785835266113, 1.2373344898223877, 1.212529182434082, 1.210516333580017, 1.1963269710540771, 1.177648663520813, 1.1708645820617676, 1.1688482761383057, 1.1696465015411377, 1.1667240858078003, 1.167895793914795, 1.1584599018096924, 1.1514705419540405, 1.1553171873092651, 1.15554940700531, 1.1517964601516724, 1.1530203819274902, 1.1519426107406616];[1.5451890230178833, 0.13166573643684387, 0.16038408875465393, 0.22055843472480774, 0.015860026702284813, 0.008471024222671986, 0.016314323991537094, 0.009074142202734947, 0.0034584689419716597, 0.003226156812161207, 0.0028466612566262484, 0.001694217324256897, 0.004256437998265028, 0.004815244115889072, 0.002128313295543194, 0.001170824165455997, 0.0005953800864517689, 0.0013356768758967519, 0.0004483330121729523, 0.000873146636877209, 0.0019404840422794223];[-125.60166931152344, -1.53889799118042, -1.6006546020507812, -1.8379000425338745, -1.2456779479980469, -1.227076768875122, -1.2448562383651733, -1.2240945100784302, -1.2075974941253662, -1.2066093683242798, -1.2055913209915161, -1.206453800201416, -1.2113142013549805, -1.212419867515564, -1.1975246667861938, -1.1998823881149292, -1.1988857984542847, -1.1993613243103027, -1.198679804801941, -1.2043739557266235, -1.2035956382751465]
550;[16.56916046142578, 5.145023345947266, 5.129334926605225, 5.058558464050293, 1.4026776552200317, 1.432774543762207, 1.4143457412719727, 1.4113177061080933, 1.2464185953140259, 1.3044100999832153, 1.2262734174728394, 1.2440654039382935, 1.1852623224258423, 1.1813279390335083, 1.1992169618606567, 1.1891226768493652, 1.1919054985046387, 1.1910971403121948, 1.1859524250030518, 1.1767503023147583, 1.1758445501327515];[1.5452324151992798, 1.1475552320480347, 1.1929192543029785, 1.1913684606552124, 0.12140371650457382, 0.1495741903781891, 0.13822126388549805, 0.14649511873722076, 0.04582895338535309, 0.08469666540622711, 0.037733424454927444, 0.05109569430351257, 0.017755556851625443, 0.013882875442504883, 0.026043908670544624, 0.019720278680324554, 0.022427977994084358, 0.026175422593951225, 0.020006436854600906, 0.018061822280287743, 0.016500961035490036];[-129.8190460205078, -17.088539123535156, -20.94196319580078, -20.875259399414062, -1.5267136096954346, -1.6164565086364746, -1.5897036790847778, -1.6230592727661133, -1.32515287399292, -1.436560034751892, -1.3003560304641724, -1.3401739597320557, -1.2433894872665405, -1.2357761859893799, -1.2717548608779907, -1.2548415660858154, -1.2581347227096558, -1.269839882850647, -1.2524776458740234, -1.2450679540634155, -1.2425706386566162]
600;[16.570796966552734, 5.049421787261963, 4.974417686462402, 4.9958577156066895, 4.971189975738525, 1.621488094329834, 1.4053139686584473, 1.2859845161437988, 1.2753722667694092, 1.2095218896865845, 1.265533685684204, 1.2537734508514404, 1.260529637336731, 1.2173138856887817, 1.192569613456726, 1.1833655834197998, 1.188737154006958, 1.1774424314498901, 1.167457938194275, 1.1816619634628296, 1.1802608966827393];[1.5424233675003052, 1.1655876636505127, 1.195397138595581, 1.2086695432662964, 1.2338676452636719, 0.2668766379356384, 0.14186730980873108, 0.06689047813415527, 0.06354168057441711, 0.02944241464138031, 0.062222886830568314, 0.055312179028987885, 0.06018960103392601, 0.03898797184228897, 0.023176254704594612, 0.01778518408536911, 0.02139904722571373, 0.01685737818479538, 0.010430822148919106, 0.018659086897969246, 0.020423345267772675];[-136.28038024902344, -16.536338806152344, -18.437231063842773, -19.58258819580078, -19.87592315673828, -2.000741481781006, -1.594902753829956, -1.3750404119491577, -1.3713459968566895, -1.278269648551941, -1.3672446012496948, -1.3477166891098022, -1.3704710006713867, -1.2979121208190918, -1.2566012144088745, -1.246476173400879, -1.2554978132247925, -1.2461268901824951, -1.2232602834701538, -1.2455025911331177, -1.2534085512161255]
