Seed;RMSE History;MMD History;Log-Likelihood History;Max EIG History;Deployment Time
1250;[3.4220948219299316, 2.570627450942993, 1.5807173252105713, 1.3532803058624268, 1.3138319253921509, 1.3905712366104126];[0.4305312931537628, 0.3601353168487549, 0.10232439637184143, 0.0668601468205452, 0.07340259850025177, 0.09748363494873047];[-2.1536736488342285, -2.3048646450042725, -1.3703731298446655, -1.1961009502410889, -1.214812159538269, -1.32545006275177];[1.4425804615020752, 0.7746046185493469, 0.3759678304195404, 0.22992873191833496, 0.15266379714012146];275.0189905166626
1300;[3.4729998111724854, 2.338303327560425, 1.7260714769363403, 1.7307182550430298, 1.774843692779541, 2.0099778175354004];[0.4191039800643921, 0.28846800327301025, 0.20027074217796326, 0.22753304243087769, 0.25854071974754333, 0.38297367095947266];[-2.148639678955078, -1.8855456113815308, -1.6306647062301636, -1.8368587493896484, -2.07100248336792, -2.7419557571411133];[1.4331846237182617, 0.8389378786087036, 0.3682844042778015, 0.23745322227478027, 0.1586771160364151];285.53106451034546
1350;[3.4616544246673584, 2.2587037086486816, 1.6203234195709229, 1.6825007200241089, 1.8324724435806274, 2.507312059402466];[0.43835362792015076, 0.28570428490638733, 0.16286884248256683, 0.1970733404159546, 0.25601884722709656, 0.7260787487030029];[-2.1895406246185303, -1.8764970302581787, -1.468861699104309, -1.7228854894638062, -2.0403006076812744, -4.498285293579102];[1.4399313926696777, 0.8733695149421692, 0.37958186864852905, 0.24765874445438385, 0.20029331743717194];264.69940543174744
1400;[3.5098540782928467, 2.8675782680511475, 2.6782543659210205, 3.53397536277771, 2.7948217391967773, 2.1294851303100586];[0.44667667150497437, 0.5460761785507202, 0.6538450717926025, 1.2148590087890625, 0.8240697383880615, 0.5492392182350159];[-2.196889638900757, -2.621048927307129, -3.8213753700256348, -11.365570068359375, -5.757600784301758, -3.4219324588775635];[1.5062978267669678, 0.941663384437561, 0.44629648327827454, 0.34424567222595215, 0.22376027703285217];267.72250962257385
1450;[3.398092031478882, 2.431658983230591, 1.5724189281463623, 1.2929598093032837, 1.3241649866104126, 1.3203688859939575];[0.4274410307407379, 0.33994874358177185, 0.07937531918287277, 0.034951381385326385, 0.023439064621925354, 0.027143672108650208];[-2.136824607849121, -1.973953127861023, -1.2910817861557007, -1.09675133228302, -1.1398662328720093, -1.151001214981079];[1.4827321767807007, 0.8916393518447876, 0.4431839883327484, 0.282322496175766, 0.1697845757007599];266.46383571624756
1500;[3.3999791145324707, 4.263258457183838, 3.880053997039795, 2.0396616458892822, 1.971500277519226, 1.8473073244094849];[0.42848700284957886, 1.3444530963897705, 1.3484057188034058, 0.7717978358268738, 0.7102399468421936, 0.7033920288085938];[-2.1453912258148193, -10.613247871398926, -18.02602195739746, -5.068359375, -4.71336555480957, -4.711805820465088];[1.4814077615737915, 1.0258734226226807, 0.5726268291473389, 0.2922428846359253, 0.19672004878520966];285.31771659851074
1550;[3.435685157775879, 2.557176351547241, 1.6408940553665161, 1.6462148427963257, 1.8390690088272095, 1.922069787979126];[0.42411941289901733, 0.3664334714412689, 0.15425774455070496, 0.1815999448299408, 0.2744045555591583, 0.40508604049682617];[-2.1512887477874756, -2.2621171474456787, -1.464803695678711, -1.6118457317352295, -2.00191330909729, -2.5628740787506104];[1.4545917510986328, 0.8616891503334045, 0.3521145284175873, 0.24616748094558716, 0.21079804003238678];290.10499334335327
1600;[3.5344862937927246, 2.3245368003845215, 1.599419116973877, 1.435994029045105, 1.455653190612793, 1.5131160020828247];[0.437140554189682, 0.33577242493629456, 0.2087535411119461, 0.1311313658952713, 0.1460449993610382, 0.15610826015472412];[-2.198368787765503, -2.105832099914551, -1.5595370531082153, -1.370308518409729, -1.4463715553283691, -1.5328550338745117];[1.3467326164245605, 0.767756462097168, 0.35989686846733093, 0.23927000164985657, 0.17203909158706665];322.82362174987793
1650;[3.3729896545410156, 2.425757646560669, 1.8440146446228027, 1.5589286088943481, 1.4697788953781128, 1.5417804718017578];[0.4261898100376129, 0.29897603392601013, 0.21041525900363922, 0.16004878282546997, 0.11797108501195908, 0.14673100411891937];[-2.128889560699463, -1.9823272228240967, -1.7087318897247314, -1.499613642692566, -1.3871614933013916, -1.5223586559295654];[1.4399919509887695, 0.7925159931182861, 0.4083305597305298, 0.22286444902420044, 0.17085491120815277];280.4177315235138
1700;[3.3907694816589355, 25.975570678710938, 27.196807861328125, 34.26963806152344, 37.70100402832031, 41.84413528442383];[0.41682669520378113, 1.4739861488342285, 1.5272643566131592, 1.6035034656524658, 1.6185908317565918, 1.643955111503601];[-2.115798234939575, -30.8962459564209, -33.17116928100586, -36.32528305053711, -36.592384338378906, -38.29306411743164];[1.4486035108566284, 1.032499074935913, 0.697948157787323, 0.3938857913017273, 0.25711414217948914];260.48579239845276
